VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DATE_SUBMITTED,CURRENT_STATUS
034253,"COBALTBLISS CORPORATION","STORE CONSIGNOR","2022-08-30 14:35:29",Submitted
034193,"COLOMBO MERCHANT PHILS., INC.","STORE CONSIGNOR","2022-08-19 16:08:16","Incomplete - Primary"
030164,"COMMONWEALTH FOODS INCORPORATED",OUTRIGHT,"2022-09-15 14:12:50","In Process"
030976,"CONCEPCION CARRIER AIR CONDITIONING COMPANY",OUTRIGHT,"2022-08-17 13:43:28","Incomplete - Primary"
170148,"CONCEPCION DURABLES INC",OUTRIGHT,"2022-09-02 17:24:19","In Process"
034254,"CONCEPT SPECIALIST INC","STORE CONSIGNOR","2022-08-31 09:31:29","Incomplete - Primary"
034294,"CONLINS COFFEE WORLD INC","STORE CONSIGNOR","2022-09-02 16:39:17","Incomplete - Primary"
034102,"CONQUEROR INTERNATIONAL INC","STORE CONSIGNOR","2022-08-08 13:22:27","Incomplete - Primary"
030529,"CONSOLIDATED PAPER PRODUCTS, INC.",OUTRIGHT,"2022-08-30 10:11:59","In Process"
170381,"COOL ADDITIONS 801 GARMENTSMANUFACTURING INC.",OUTRIGHT,"2022-08-30 13:07:45","Incomplete - Primary"
030572,"CORD CHEMICALS, INC.",OUTRIGHT,"2022-09-02 16:28:13","Incomplete - Primary"
034136,"CORPORATE APPAREL INC","STORE CONSIGNOR","2022-08-03 16:56:39","Incomplete - Primary"
030735,"COSMIC ENTERPRISES INC",OUTRIGHT,"2022-08-30 12:22:52","In Process"
034299,"COTTUNIQUE CORPORATION","STORE CONSIGNOR","2022-08-03 15:53:45","In Process"
170275,"CRAFTSMAN QUALITY APPAREL INC.",OUTRIGHT,"2022-08-31 15:46:19","Incomplete - Primary"
034266,"CRESTWELL MARKETING CORPORATION","STORE CONSIGNOR","2022-09-19 13:22:58","In Process"
030490,"CROCODILE TAPE & CO., INC.",OUTRIGHT,"2022-08-31 14:38:48","Incomplete - Primary"
170279,"CRYSTAL MERCHANDISING INC",OUTRIGHT,"2022-08-31 11:25:41","In Process"
170309,"CTEMS INC",OUTRIGHT,"2022-10-28 15:51:16","In Process"
170251,"CURITY MARKETING",OUTRIGHT,"2022-09-01 10:27:14","Incomplete - Primary"
044096,"D' BEST HANDICRAFT INC","STORE CONSIGNOR","2022-08-09 10:08:57","Incomplete - Primary"
040400,"D' GOLDEN TREE IMPORT & EXPORT CORP.",OUTRIGHT,"2022-08-26 16:26:30","Incomplete - Primary"
044121,"D2 FOAM AND BEDDING CORP","STORE CONSIGNOR","2022-09-03 10:48:24","In Process"
040121,"DAIMARU PLASTIC CORPORATION",OUTRIGHT,"2022-08-23 15:24:13","Incomplete - Primary"
044122,"D'COLE VINTAGE INC","STORE CONSIGNOR","2022-08-03 10:32:50","In Process"
040389,"DEE-VONNE TRADING CORP.",OUTRIGHT,"2022-08-30 10:52:06","In Process"
040291,"D'FASHION CORE INC.",OUTRIGHT,"2022-08-05 14:52:48","Incomplete - Primary"
040370,"DIVAN AND SETTEE TRENDS CORPORATION",OUTRIGHT,"2022-08-23 15:39:24","Incomplete - Primary"
040403,"DLM MARKETING",OUTRIGHT,"2022-09-01 08:35:57","In Process"
044139,"DMTE MARKETING","STORE CONSIGNOR","2022-09-01 08:07:38","In Process"
044103,"DO IT MARKETING CO. PHILS., INC.","STORE CONSIGNOR","2022-09-27 09:54:30","Incomplete - Primary"
044055,"DRAPERY HARDWARE, INC.","STORE CONSIGNOR","2022-09-27 09:48:09","In Process"
040298,"DURALIFE INNOVATIONS PHILS., INC.",OUTRIGHT,"2022-10-12 08:48:16","Incomplete - Primary"
050960,"E.C. FESTIVAL CAKES INC",OUTRIGHT,"2022-08-26 16:19:23","Incomplete - Primary"
050282,"EAGLE SOLE, INCORPORATED",OUTRIGHT,"2022-09-06 15:39:13","Incomplete - Primary"
050310,"EASYHAND MARKETING CORPORATION",OUTRIGHT,"2022-08-08 16:01:30",Submitted
050331,"EASYHOMECARE TRADING INC",OUTRIGHT,"2022-10-04 16:42:51","In Process"
054127,"ECOPATH CORPORATION","STORE CONSIGNOR","2022-09-09 15:20:43","Incomplete - Primary"
050358,"EDISY TRADING CORP.",OUTRIGHT,"2022-08-15 11:51:41","In Process"
050327,"EMIRO MARELI CORPORATION",OUTRIGHT,"2022-10-04 14:50:55","Incomplete - Primary"
050230,"EMPERADOR DISTILLERS, INC.",OUTRIGHT,"2022-08-27 08:15:56","Incomplete - Primary"
054031,"EMPIRE VISION HOME ENTERTAINMENTCORPORATION","STORE CONSIGNOR","2022-08-31 13:44:43","In Process"
054048,"EVERGREEN MANUFACTURING CORPORATION","STORE CONSIGNOR","2022-10-15 10:37:43",Submitted
050374,"EVERWING PROFEM CORPORATION",OUTRIGHT,"2022-09-28 10:27:14","For Validation of Additional Requirements"
054006,"EVIAN APPAREL CORPORATION","STORE CONSIGNOR","2022-08-20 15:38:37",Submitted
050818,"EXCELLENCE APPLIANCE TECHNOLOGIES INC",OUTRIGHT,"2022-08-31 09:09:12","Incomplete - Primary"
050335,"EXOLENT INC",OUTRIGHT,"2022-10-14 12:36:08","Incomplete - Primary"
060418,"F&L FASHION LEADER INC.",OUTRIGHT,"2022-08-24 15:15:40","Incomplete - Primary"
060618,"FABRIMETRICS PHILS INC",OUTRIGHT,"2022-09-29 09:50:55","In Process"
060161,"FACTUS INDUSTRIES CORPORATION",OUTRIGHT,"2022-10-14 16:01:18",Submitted
060352,"FASHION MODE CORP.",OUTRIGHT,"2022-09-05 15:25:42","Incomplete - Primary"
060443,"FB QUALITY TRADERS, INC.",OUTRIGHT,"2022-09-09 18:03:08",Submitted
060721,"FEDERATED DISTRIBUTORS INC",OUTRIGHT,"2022-09-01 14:54:30","In Process"
064146,"FINDEN TECHNOLOGIES INC.","STORE CONSIGNOR","2022-08-31 13:15:03","In Process"
064074,"FINISHINGTOUCHES INC","STORE CONSIGNOR","2022-08-24 09:43:41","Incomplete - Primary"
060508,"FINNEX SALES INTERNATIONAL INC",OUTRIGHT,"2022-09-09 07:43:08","Incomplete - Primary"
064172,"FIVE17 TRADING CORP.","STORE CONSIGNOR","2022-09-16 13:59:55","In Process"
064036,"FUN TIME ENTERPRISES","STORE CONSIGNOR","2022-09-03 11:07:48","Incomplete - Primary"
070415,"G! FASHIONABLES, INC.",OUTRIGHT,"2022-10-18 17:15:35",Submitted
070044,"G-8 MARKETING INC",OUTRIGHT,"2022-09-01 15:20:25","Incomplete - Primary"
074229,"GC INTL GARMENTS MANUFACTURING CORP.","STORE CONSIGNOR","2022-09-06 10:38:19","Incomplete - Primary"
070410,"GIFT BUSINESS.COM PHILIPPINESINCORPORATED",OUTRIGHT,"2022-09-09 10:13:54","Incomplete - Primary"
074040,"GIVANO FOOTWEAR INTL CORP","STORE CONSIGNOR","2022-09-09 14:49:31",Submitted
070715,"G-MAK CLOTHING ENTERPRISES",OUTRIGHT,"2022-09-04 11:24:30","In Process"
070521,"GOLDEN KAIZEN DISTRIBUTORS CORPORATION",OUTRIGHT,"2022-08-20 13:07:47","Incomplete - Primary"
074156,"GOLDEN SEASON'S CORPORATION","STORE CONSIGNOR","2022-08-26 16:38:13","In Process"
074173,"GOLDNINES INTERNATIONAL CO. LTD.","STORE CONSIGNOR","2022-08-30 15:56:30","Incomplete - Primary"
070914,"GRACY'S TRADING",OUTRIGHT,"2022-08-29 20:01:15","Incomplete - Primary"
074004,"GRAND OAKS CORPORATION","STORE CONSIGNOR","2022-09-14 16:09:01",Submitted
070469,"GRAVITEE SALES CORPORATION",OUTRIGHT,"2022-08-24 15:02:59","Deactivated - Additional Requirements"
070347,"GRAYSON GARMENTS INDUSTRIES INC",OUTRIGHT,"2022-08-30 19:05:34","Incomplete - Primary"
074109,"GRAZIOSO CORPORATION","STORE CONSIGNOR","2022-10-24 09:41:30","In Process"
070027,"GRUPPO SACHIN & SACHIN CO",OUTRIGHT,"2022-10-13 11:03:24",Submitted
084141,"HAPPY HOODIES INC.","STORE CONSIGNOR","2022-08-26 18:11:54","Incomplete - Primary"
084128,"HARIBON KING INTERNATIONAL CORP.","STORE CONSIGNOR","2022-10-24 10:49:41","In Process"
084134,"HERITAGE-FAMOUS ENTERPRISE","STORE CONSIGNOR","2022-09-06 08:51:49","Incomplete - Primary"
080510,"HI-Q HOUSEWARE CORPORATION",OUTRIGHT,"2022-10-10 10:44:35","In Process"
080549,"HOME ACCENTS MARKETING, INC.",OUTRIGHT,"2022-10-13 12:34:58","For Validation of Additional Requirements"
080029,"HOMECARE FURNITURE CENTER",OUTRIGHT,"2022-08-25 10:36:24","Incomplete - Primary"
084072,"HYDRO WEATHERGEAR INC","STORE CONSIGNOR","2022-09-07 10:36:51","In Process"
094066,"IL CONIGLIO BIANCO CORPORATION","STORE CONSIGNOR","2022-08-23 09:44:57","Incomplete - Primary"
090194,"IL GRATO COMPAGNIA INC.",OUTRIGHT,"2022-10-11 15:44:08","In Process"
094053,"I-VECH MARKETING CORP","STORE CONSIGNOR","2022-07-18 14:03:12","Deactivated - Primary Requirements"
100573,"JADE N HARLEY INC",OUTRIGHT,"2022-09-09 13:12:09","Incomplete - Primary"
100039,"JANTON GARMENT MANUFACTURING COMPANY",OUTRIGHT,"2022-09-06 09:30:58","Incomplete - Primary"
100541,"JEWELS OF IRISHA, INC.",OUTRIGHT,"2022-07-22 10:41:45","Incomplete - Primary"
100650,"JINXI HOUSEWARE INC.",OUTRIGHT,"2022-10-13 09:04:46","Incomplete - Primary"
100945,"JOY LUCK MANUFACTURING",OUTRIGHT,"2022-08-22 18:14:13","Incomplete - Primary"
104066,"JP NETWORKS INC","STORE CONSIGNOR","2022-10-17 16:03:16",Submitted
104104,"JUREX PHILIPPINES INCORPORATED","STORE CONSIGNOR","2022-09-06 09:59:32","Incomplete - Primary"
104056,"JUST IN TIME (JIT) CORPORATION","STORE CONSIGNOR","2022-09-12 13:48:50",Submitted
110299,"KAMICO ENTERPRISES",OUTRIGHT,,"Deactivated - Primary Requirements"
114110,"KERSEYMERE ASTER INC.","STORE CONSIGNOR","2022-09-06 09:39:14","In Process"
124151,"LIMGOCHUAONG (LGCO) ENTERPRISESCORPORATION","STORE CONSIGNOR","2022-10-12 10:39:39","In Process"
120870,"LULLET CLOTHING CORPORATION",OUTRIGHT,"2022-08-23 11:23:56","Incomplete - Primary"
240308,"MADRAS CROWNPHIL INC.",OUTRIGHT,"2022-08-26 16:40:43","Incomplete - Primary"
240445,"MARZDEN INC.",OUTRIGHT,"2022-08-31 08:39:56","In Process"
240439,"METRO-CENTRAL EXCHANGE INTERNATIONALTRADING CORPORATION",OUTRIGHT,"2022-10-24 08:26:55",Submitted
130276,"MICROER BAG",OUTRIGHT,"2022-10-24 08:39:38","In Process"
240623,"MOBLER CONTRACT GROUP, INC.",OUTRIGHT,"2022-09-27 09:06:10","Incomplete - Primary"
154046,"ODRA POOCH COUTURE","STORE CONSIGNOR","2022-09-16 15:57:15","Incomplete - Primary"
150248,"ORCHARD INDUSTRIAL CORPORATION",OUTRIGHT,"2022-10-11 17:23:21","For Validation of Additional Requirements"
154056,"OSNABURG INC.","STORE CONSIGNOR","2022-09-06 09:42:21","In Process"
164214,"PAQUET DE JOIE INC.","STORE CONSIGNOR","2022-10-06 09:48:53","In Process"
164188,"PERFECTBODY MARKETING CORP","STORE CONSIGNOR","2022-10-25 12:39:55","In Process"
160670,"POMME M8RS GROUP INC.",OUTRIGHT,"2022-10-27 09:11:06",Submitted
194183,"SITSIRYA SARI-SARI STORE","STORE CONSIGNOR","2022-09-26 13:12:26","Incomplete - Primary"
190133,"SOLARGAS INTERNATIONAL",OUTRIGHT,"2022-10-10 16:50:59","Incomplete - Primary"
150552,"SUNRIVA MERCHANDISE TRADING CORPORATION",OUTRIGHT,"2022-10-12 10:40:05","Incomplete - Primary"
204216,"TEAM RUSSO PHILIPPINES INC","STORE CONSIGNOR","2022-07-18 10:58:07","In Process"
204193,"TELSTAR INDUSTRIES INC","STORE CONSIGNOR","2022-08-18 14:05:17","Incomplete - Primary"
210184,"UNI-CARE HYGIENIC PRODUCTS INC.",OUTRIGHT,"2022-09-27 11:16:01","In Process"
210030,"UNIVERSAL ROBINA CORPORATION",OUTRIGHT,"2022-09-02 14:13:16","Incomplete - Primary"
220082,"VMG BRANDS INC",OUTRIGHT,"2022-09-29 18:35:07","Incomplete - Primary"
234103,"WHOLE PET KITCHEN:PET DELI & BARK-ERY, INC.","STORE CONSIGNOR","2022-09-16 16:38:34","Incomplete - Primary"
234046,"WIZER INDUSTRIES, INC.","STORE CONSIGNOR","2022-09-27 19:48:05","For Validation of Additional Requirements"
220150,"VS GLOBAL SALES AND MARKETING INC",OUTRIGHT,"2022-08-31 08:14:14","Incomplete - Primary"
