VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DATE_SUBMITTED,CURRENT_STATUS
020552,"BEDROCK HOME AND BODY ESSENTIALS",OUTRIGHT,"2022-09-01 12:24:44","Incomplete - Primary"
020571,"BENBY ENTERPRISES, INC.",OUTRIGHT,"2023-03-07 16:53:37","Incomplete - Primary"
024217,"BENELUXE TRADING CORPORATION","STORE CONSIGNOR","2022-09-05 10:48:58","Incomplete - Primary"
020392,"BEROVAN MARKETING, INC.",OUTRIGHT,"2023-02-20 08:14:36","In Process"
020363,"BESTFRIENDS PLEASANT HILLS INCORPORATED",OUTRIGHT,"2023-09-05 10:20:30","Incomplete - Primary"
024232,"BETINA'S APPAREL","STORE CONSIGNOR","2022-08-24 09:23:02","Incomplete - Primary"
020187,"BETTERWAY GENERAL MERCHANDISE",OUTRIGHT,"2022-09-01 08:51:39","Incomplete - Primary"
020453,"BEYOND FASHION CORP",OUTRIGHT,"2024-03-14 16:03:39","Incomplete - Primary"
020550,"BEYONDBORDERS, INC.",OUTRIGHT,"2023-01-05 14:47:32","In Process"
020446,"BICO INDUSTRIES",OUTRIGHT,"2023-01-10 18:58:49","Incomplete - Primary"
024058,"BIONIC AUTO SEAT COVER MFG INC","STORE CONSIGNOR","2024-03-06 10:55:46","Incomplete - Primary"
024242,"BLESSMART FASHION INC.","STORE CONSIGNOR","2022-08-01 10:52:55","In Process"
024212,"BLIMS LIFESTYLE GROUP INC","STORE CONSIGNOR","2022-08-24 10:13:37","Incomplete - Primary"
024237,"BNM GREAT GIFTS (LUZON) INC.","STORE CONSIGNOR","2022-08-26 16:40:30","Incomplete - Primary"
020318,"BOSTIK PHILIPPINES INC",OUTRIGHT,"2024-05-03 07:13:28","In Process"
020438,"BOYA WELLNESS PRODUCTS MARKETING CORP",OUTRIGHT,"2022-09-27 14:28:47","In Process"
024142,"BRIGHTSTAR ELECTRONICS & IMAGINGRESOURCES","STORE CONSIGNOR","2024-03-22 11:05:56","In Process"
030092,"C.C. LOPEZ ENTERPRISES",OUTRIGHT,"2022-08-30 09:57:49","Incomplete - Primary"
170410,"CAMBERT (PILIPINAS), INC.",OUTRIGHT,"2022-08-31 11:17:32","In Process"
034300,"CARRICKMACROSS INC.","STORE CONSIGNOR","2022-08-03 11:05:52","In Process"
034311,"CASA XOCOLAT ELVES INC.","STORE CONSIGNOR","2023-04-27 14:38:58","Incomplete - Primary"
034313,"CASTLEHAWK VENTURES INCORPORATED","STORE CONSIGNOR","2022-08-18 21:16:24","Incomplete - Primary"
170133,"CASTLEROCK BIOTECH INDUSTRIESINCORPORATED",OUTRIGHT,"2023-01-17 14:41:29","In Process"
034265,"CCC LIFESTYLE SPACE CO.","STORE CONSIGNOR","2024-02-08 11:30:54","In Process"
034323,"CDRL INTERNATIONAL TRADERS CORPORATION","STORE CONSIGNOR","2024-03-06 20:15:24","In Process"
034262,"CENTRON ENERGY SAVINGS TECHNOLOGY CORP","STORE CONSIGNOR","2022-09-01 08:57:34","In Process"
030642,"CENTURY CHEMICAL CORPORATION",OUTRIGHT,"2022-09-02 09:37:10","In Process"
170293,"CHAMPION PREMIER CONCEPT INC",OUTRIGHT,"2022-08-25 15:13:00","Incomplete - Primary"
170261,"CHARLTONVIN ENTERPRISES",OUTRIGHT,"2022-08-30 09:45:58","In Process"
170415,"CHENHUANG NSBM CORPORATION",OUTRIGHT,"2022-09-05 13:08:45","In Process"
034310,"CHERRY BERRY FLOWERS AND DECOR INC.","STORE CONSIGNOR","2022-08-26 16:02:17","Incomplete - Primary"
170352,"CHIVALRY FOODS",OUTRIGHT,"2022-08-27 14:22:15","Incomplete - Primary"
170414,"CHOCOLATERISA CHOCOLATE INC.",OUTRIGHT,"2022-09-09 15:52:08","Incomplete - Primary"
170398,"CISTEMA INTEGRATED SALES COMPANY",OUTRIGHT,"2023-03-03 22:36:51","In Process"
034161,"CMG RETAIL INC.","STORE CONSIGNOR","2022-09-01 09:32:29","In Process"
030692,"COFTA MOULDINGS CORPORATION",OUTRIGHT,"2022-11-23 10:28:22","In Process"
034293,"COLORED BY IMAGINATION CORPORATION","STORE CONSIGNOR","2024-03-07 10:11:11","In Process"
030164,"COMMONWEALTH FOODS INCORPORATED",OUTRIGHT,"2022-09-15 14:12:50","In Process"
030976,"CONCEPCION CARRIER AIR CONDITIONING COMPANY",OUTRIGHT,"2022-08-17 13:43:28","Incomplete - Primary"
170148,"CONCEPCION DURABLES INC",OUTRIGHT,"2022-09-02 17:24:19","In Process"
170345,"CONCEPCION MIDEA INC.",OUTRIGHT,"2023-03-31 13:51:36","Incomplete - Primary"
034254,"CONCEPT SPECIALIST INC","STORE CONSIGNOR","2022-08-31 09:31:29","Incomplete - Primary"
034294,"CONLINS COFFEE WORLD INC","STORE CONSIGNOR","2022-09-02 16:39:17","Incomplete - Primary"
170381,"COOL ADDITIONS 801 GARMENTSMANUFACTURING INC.",OUTRIGHT,"2022-08-30 13:07:45",Submitted
030572,"CORD CHEMICALS, INC.",OUTRIGHT,"2022-09-02 16:28:13","Incomplete - Primary"
034136,"CORPORATE APPAREL INC","STORE CONSIGNOR","2022-08-03 16:56:39","Incomplete - Primary"
034314,"COSMETIX UNLIMITED INC.","STORE CONSIGNOR","2023-01-16 16:10:15","In Process"
030735,"COSMIC ENTERPRISES INC",OUTRIGHT,"2022-08-30 12:22:52","In Process"
034299,"COTTUNIQUE CORPORATION","STORE CONSIGNOR","2022-08-03 15:53:45","In Process"
170275,"CRAFTSMAN QUALITY APPAREL INC.",OUTRIGHT,"2022-08-31 15:46:19","Incomplete - Primary"
034266,"CRESTWELL MARKETING CORPORATION","STORE CONSIGNOR","2022-09-19 13:22:58","For Validation of Additional Requirements"
030490,"CROCODILE TAPE & CO., INC.",OUTRIGHT,"2022-08-31 14:38:48","Incomplete - Primary"
030583,"CROLEY FOODS MFG  CORP",OUTRIGHT,"2023-02-13 11:40:14","In Process"
170279,"CRYSTAL MERCHANDISING INC",OUTRIGHT,"2022-08-31 11:25:41","In Process"
170309,"CTEMS INC",OUTRIGHT,"2022-10-28 15:51:16","Incomplete - Primary"
170251,"CURITY MARKETING",OUTRIGHT,"2022-09-01 10:27:14","Incomplete - Primary"
044096,"D' BEST HANDICRAFT INC","STORE CONSIGNOR","2022-08-09 10:08:57","Incomplete - Primary"
040400,"D' GOLDEN TREE IMPORT & EXPORT CORP.",OUTRIGHT,"2022-08-26 16:26:30","Incomplete - Primary"
044121,"D2 FOAM AND BEDDING CORP","STORE CONSIGNOR","2022-09-03 10:48:24","In Process"
040121,"DAIMARU PLASTIC CORPORATION",OUTRIGHT,"2022-08-23 15:24:13","Incomplete - Primary"
040177,"DANNYSAI TRADING",OUTRIGHT,"2023-03-23 09:33:14","Incomplete - Primary"
044122,"D'COLE VINTAGE INC","STORE CONSIGNOR","2022-08-03 10:32:50","In Process"
040389,"DEE-VONNE TRADING CORP.",OUTRIGHT,"2022-08-30 10:52:06","In Process"
044134,"DESIGNEDGE INC","STORE CONSIGNOR","2023-04-13 09:40:30","Incomplete - Primary"
040291,"D'FASHION CORE INC.",OUTRIGHT,"2022-08-05 14:52:48","Incomplete - Primary"
040370,"DIVAN AND SETTEE TRENDS CORPORATION",OUTRIGHT,"2022-08-23 15:39:24","For Validation of Additional Requirements"
040403,"DLM MARKETING",OUTRIGHT,"2022-09-01 08:35:57","In Process"
044139,"DMTE MARKETING","STORE CONSIGNOR","2022-09-01 08:07:38","In Process"
044103,"DO IT MARKETING CO. PHILS., INC.","STORE CONSIGNOR","2022-09-27 09:54:30","Incomplete - Primary"
040322,"DONNABELL ORIGINAL NEEDLECRAFT",OUTRIGHT,"2023-01-13 10:09:18","In Process"
044104,"DORY'S DISTILLERY, INC.","STORE CONSIGNOR","2023-01-05 16:12:11","Incomplete - Primary"
044055,"DRAPERY HARDWARE, INC.","STORE CONSIGNOR","2022-09-27 09:48:09","In Process"
040310,"DUB.GLOBAL INC",OUTRIGHT,"2024-03-13 11:27:05","In Process"
040298,"DURALIFE INNOVATIONS PHILS., INC.",OUTRIGHT,"2022-10-12 08:48:16","Incomplete - Primary"
040729,"DUREX INTERNATIONAL MARKETING INC",OUTRIGHT,"2024-03-22 09:49:13",Submitted
050960,"E.C. FESTIVAL CAKES INC",OUTRIGHT,"2022-08-26 16:19:23","Incomplete - Primary"
054155,"EASY STREET FOOTWEAR CORP.","STORE CONSIGNOR","2023-01-05 15:05:55","In Process"
050331,"EASYHOMECARE TRADING INC",OUTRIGHT,"2022-10-04 16:42:51","In Process"
054127,"ECOPATH CORPORATION","STORE CONSIGNOR","2022-09-09 15:20:43","Incomplete - Primary"
050358,"EDISY TRADING CORP.",OUTRIGHT,"2022-08-15 11:51:41","In Process"
054134,"ELEGANT TRIO COLORS CORPORATION","STORE CONSIGNOR","2023-01-13 14:49:44","In Process"
054010,"ELEKSIS MARKETING CORPORATION","STORE CONSIGNOR","2023-03-28 10:16:28","In Process"
050230,"EMPERADOR DISTILLERS, INC.",OUTRIGHT,"2022-08-27 08:15:56","Incomplete - Primary"
054031,"EMPIRE VISION HOME ENTERTAINMENTCORPORATION","STORE CONSIGNOR","2022-08-31 13:44:43","In Process"
050048,"ENERGIZER PHILIPPINES INC",OUTRIGHT,"2023-09-20 17:36:31","In Process"
050144,"EURO CARPETS AND INTERIORS",OUTRIGHT,"2023-04-15 08:49:09","In Process"
050183,"EUROPRINCE PHILS CORP",OUTRIGHT,"2023-01-04 11:01:45","Incomplete - Primary"
054048,"EVERGREEN MANUFACTURING CORPORATION","STORE CONSIGNOR","2022-10-15 10:37:43","Incomplete - Primary"
050818,"EXCELLENCE APPLIANCE TECHNOLOGIES INC",OUTRIGHT,"2022-08-31 09:09:12","Incomplete - Primary"
050335,"EXOLENT INC",OUTRIGHT,"2022-10-14 12:36:08","Incomplete - Primary"
054007,"EXTENSIVE WOOD PROCESSING CORPORATION","STORE CONSIGNOR","2023-01-05 14:00:54","In Process"
064090,"F & C JEWELRY - SM CITY ILOILO","STORE CONSIGNOR","2022-11-19 14:11:54","In Process"
060618,"FABRIMETRICS PHILS INC",OUTRIGHT,"2022-09-29 09:50:55","In Process"
060161,"FACTUS INDUSTRIES CORPORATION",OUTRIGHT,"2022-10-14 16:01:18","For Validation of Additional Requirements"
060721,"FEDERATED DISTRIBUTORS INC",OUTRIGHT,"2022-09-01 14:54:30","In Process"
060435,"FILIPINAS ORO DE CACAO, INC.",OUTRIGHT,"2024-05-07 07:05:45","In Process"
060086,"FILIPINAS PLASTIC CORPORATION",OUTRIGHT,"2022-12-15 09:19:49","Incomplete - Primary"
064146,"FINDEN TECHNOLOGIES INC.","STORE CONSIGNOR","2022-08-31 13:15:03","In Process"
064074,"FINISHINGTOUCHES INC","STORE CONSIGNOR","2022-08-24 09:43:41","Incomplete - Primary"
060508,"FINNEX SALES INTERNATIONAL INC",OUTRIGHT,"2022-09-09 07:43:08","Incomplete - Primary"
064169,"FISCHER PH ASIA, INC.","STORE CONSIGNOR","2023-01-10 08:38:40","In Process"
064172,"FIVE17 TRADING CORP.","STORE CONSIGNOR","2022-09-16 13:59:55","In Process"
060085,"FLOWER BUTTERFLY ENTERPRISES",OUTRIGHT,"2022-11-25 08:40:45","Incomplete - Primary"
060413,"FOOD FOR THOUGHT LIVE WELL TOGETHER CORP",OUTRIGHT,"2024-04-01 15:04:32","In Process"
064013,"FRERIS TRADING AND GENERAL MERCHANDISE","STORE CONSIGNOR","2022-11-07 15:31:11","In Process"
060361,"FUDAMAX MARKETING CORPORATION",OUTRIGHT,"2023-04-03 11:48:23","In Process"
064036,"FUN TIME ENTERPRISES","STORE CONSIGNOR","2022-09-03 11:07:48","Incomplete - Primary"
064054,"FURN-LINE INC","STORE CONSIGNOR","2024-05-06 08:45:20","In Process"
070044,"G-8 MARKETING INC",OUTRIGHT,"2022-09-01 15:20:25","Incomplete - Primary"
074089,"GALLOP VENTURES GROUP INC","STORE CONSIGNOR","2024-03-15 19:35:45","Incomplete - Primary"
074229,"GC INTL GARMENTS MANUFACTURING CORP.","STORE CONSIGNOR","2022-09-06 10:38:19","Incomplete - Primary"
070449,"GEMBURSTON INC",OUTRIGHT,"2023-01-03 16:33:43","Incomplete - Primary"
074222,"GLAMBRANDS CORPORATION","STORE CONSIGNOR","2023-01-31 15:11:30","In Process"
070484,"HALEON PHILIPPINES, INC.",OUTRIGHT,"2024-05-03 11:04:58","For Review of Additional Requirements"
070715,"G-MAK CLOTHING ENTERPRISES",OUTRIGHT,"2022-09-04 11:24:30","In Process"
074191,"GNY GLOBAL SOURCING CORP","STORE CONSIGNOR","2023-04-03 12:35:03","In Process"
074177,"GOLDBLUM SALES CORPORATION","STORE CONSIGNOR","2023-02-01 09:10:03","In Process"
070772,"GOLDEED TRADING INTERNATIONAL",OUTRIGHT,"2023-09-21 10:11:26","Incomplete - Primary"
070377,"GOLDEN ASTIPLAZ MARKETING, INC.",OUTRIGHT,"2023-03-21 15:23:12","In Process"
070355,"GOLDEN DEBONAIRE LEATHER INC",OUTRIGHT,"2024-02-07 10:11:34","Incomplete - Primary"
070554,"GOLDEN MAPLE INDUSTRIAL CORPORATION",OUTRIGHT,"2024-03-19 10:32:38","Incomplete - Primary"
074156,"GOLDEN SEASON'S CORPORATION","STORE CONSIGNOR","2022-08-26 16:38:13","In Process"
074192,"GOLDMINE JEWELRY","STORE CONSIGNOR",,"Incomplete - Primary"
074173,"GOLDNINES INTERNATIONAL CO. LTD.","STORE CONSIGNOR","2022-08-30 15:56:30","Incomplete - Primary"
070419,"GRACELINE PRODUCTS INC",OUTRIGHT,"2023-03-23 13:35:35","Incomplete - Primary"
070914,"GRACY'S TRADING",OUTRIGHT,"2022-08-29 20:01:15","Incomplete - Primary"
070856,"GRAND ALPHATECH INTERNATIONALCORPORATION",OUTRIGHT,"2023-01-03 13:08:41","In Process"
074004,"GRAND OAKS CORPORATION","STORE CONSIGNOR","2022-09-14 16:09:01","Incomplete - Primary"
070347,"GRAYSON GARMENTS INDUSTRIES INC",OUTRIGHT,"2022-08-30 19:05:34","Incomplete - Primary"
074109,"GRAZIOSO CORPORATION","STORE CONSIGNOR","2022-10-24 09:41:30","In Process"
070126,"GREEN CROSS, INCORPORATED",OUTRIGHT,"2023-07-31 10:06:57","Incomplete - Primary"
074218,"GREEN KINGDOM LIFESTYLE ENTERPRISES","STORE CONSIGNOR","2022-11-03 10:57:57","Incomplete - Primary"
070027,"GRUPPO SACHIN & SACHIN CO",OUTRIGHT,"2022-10-13 11:03:24","Incomplete - Primary"
080255,"H.B.W. ENTERPRISES COMPANY",OUTRIGHT,"2024-03-19 10:02:42","Incomplete - Primary"
084222,"H.J. MARKETING CORPORATION","STORE CONSIGNOR","2024-03-19 16:07:24","Incomplete - Primary"
080319,"HAIRBRAID TRADING, INC.",OUTRIGHT,"2023-03-23 09:22:33","Incomplete - Primary"
084080,"HANESBRANDS PHILIPPINES, INC.","STORE CONSIGNOR","2023-03-09 09:01:13","In Process"
080318,"HANIEL ACCRS CORP.",OUTRIGHT,"2022-11-07 12:23:41","Incomplete - Primary"
080303,"HANNAH'S HANDICRAFT",OUTRIGHT,"2023-09-19 13:32:44","For Validation of Additional Requirements"
084141,"HAPPY HOODIES INC.","STORE CONSIGNOR","2022-08-26 18:11:54","Incomplete - Primary"
084128,"HARIBON KING INTERNATIONAL CORP.","STORE CONSIGNOR","2022-10-24 10:49:41","Incomplete - Primary"
080323,"HCR HANDICRAFTS",OUTRIGHT,"2024-04-28 16:18:02","Invite Accepted"
080154,"HEAVENLY PRODUCTS INC",OUTRIGHT,"2023-03-06 13:55:29","Incomplete - Primary"
080327,"HENRICH FOOD CORPORATION",OUTRIGHT,"2024-01-31 20:12:28","In Process"
084134,"HERITAGE-FAMOUS ENTERPRISE","STORE CONSIGNOR","2022-09-06 08:51:49","Incomplete - Primary"
080510,"HI-Q HOUSEWARE CORPORATION",OUTRIGHT,"2022-10-10 10:44:35","Incomplete - Primary"
080029,"HOMECARE FURNITURE CENTER",OUTRIGHT,"2022-08-25 10:36:24","Incomplete - Primary"
084072,"HYDRO WEATHERGEAR INC","STORE CONSIGNOR","2022-09-07 10:36:51","In Process"
094061,"ICONIC ADVANTAGE INTL INC","STORE CONSIGNOR","2023-01-03 10:06:58","In Process"
090150,"IFP MANUFACTURING CORPORATION",OUTRIGHT,"2023-01-14 11:08:54","Invite Accepted"
094066,"IL CONIGLIO BIANCO CORPORATION","STORE CONSIGNOR","2022-08-23 09:44:57","Incomplete - Primary"
090194,"IL GRATO COMPAGNIA INC.",OUTRIGHT,"2022-10-11 15:44:08","In Process"
090351,"INTIMATE APPAREL MFG CORP",OUTRIGHT,"2023-01-22 06:45:08","In Process"
094086,"ISLAJAYME TRADING","STORE CONSIGNOR","2022-12-10 18:29:45","Incomplete - Primary"
094053,"I-VECH MARKETING CORP","STORE CONSIGNOR","2022-07-18 14:03:12","In Process"
090158,"IVI RYO CORP.",OUTRIGHT,"2023-04-03 15:15:44","In Process"
100573,"JADE N HARLEY INC",OUTRIGHT,"2022-09-09 13:12:09","Incomplete - Primary"
100039,"JANTON GARMENT MANUFACTURING COMPANY",OUTRIGHT,"2022-09-06 09:30:58","Incomplete - Primary"
100453,"JARDINE DISTRIBUTION INC",OUTRIGHT,"2022-11-24 09:48:33","In Process"
100673,"JAST SHUZZ INC.",OUTRIGHT,"2023-03-21 15:58:47","Incomplete - Primary"
100375,"JAYCB MARKETING INC",OUTRIGHT,"2023-03-24 11:44:04","Incomplete - Primary"
104094,"JC TITAN TRADING","STORE CONSIGNOR","2022-12-06 15:59:46","Incomplete - Primary"
104086,"JEA STEEL INDUSTRIES INC","STORE CONSIGNOR","2023-04-04 13:40:27","In Process"
100541,"JEWELS OF IRISHA, INC.",OUTRIGHT,"2022-07-22 10:41:45","For Validation of Additional Requirements"
100650,"JINXI HOUSEWARE INC.",OUTRIGHT,"2022-10-13 09:04:46","Incomplete - Primary"
100431,"JMU BELT COLLECTION",OUTRIGHT,"2022-11-03 18:23:28","Incomplete - Primary"
100433,"J-NER'S SHOE SHOP CORPORATION",OUTRIGHT,"2023-01-03 09:57:59","In Process"
100545,"JOHNLIMSON MARKETING",OUTRIGHT,"2022-11-22 16:24:03","Incomplete - Primary"
080175,"JOHNSON CONTROLS-HITACHI AIRCONDITIONING PHILIPPINES, INC.",OUTRIGHT,"2023-03-21 06:30:55","In Process"
100945,"JOY LUCK MANUFACTURING",OUTRIGHT,"2022-08-22 18:14:13","Incomplete - Primary"
104116,"JP GROUP OF COMPANIES INCORPORATED","STORE CONSIGNOR","2022-12-27 17:43:34","Incomplete - Primary"
104133,"J-R-DAVAO HANDICRAFTS","STORE CONSIGNOR","2023-01-05 11:50:46","Incomplete - Primary"
104121,"JTE GROUP OF COMPANIES INC","STORE CONSIGNOR","2022-11-23 16:17:43","Incomplete - Primary"
110299,"KAMICO ENTERPRISES",OUTRIGHT,,"Incomplete - Primary"
114022,"KANEFIL GLOBE ENTERPRISES CORPORATION","STORE CONSIGNOR","2023-01-12 10:45:04","Incomplete - Primary"
114110,"KERSEYMERE ASTER INC.","STORE CONSIGNOR","2022-09-06 09:39:14","In Process"
114111,"KHAI ASIA PEARL ENTERPRISES INC.","STORE CONSIGNOR","2023-01-03 14:59:57","In Process"
114075,"KING N JET RUGS INC","STORE CONSIGNOR","2023-03-21 13:35:27","In Process"
110219,"KINGFILES MULTI VENTURE INC",OUTRIGHT,"2024-02-27 15:32:49","In Process"
110195,"KONICE CORPORATION",OUTRIGHT,"2023-02-02 15:49:25","Incomplete - Primary"
114007,"KUYSEN ENTERPRISES INC","STORE CONSIGNOR","2023-04-26 09:19:57","Incomplete - Primary"
124142,"L.A. GLOBAL PRODUCT TRENDS INC","STORE CONSIGNOR","2023-04-11 17:27:31","Incomplete - Primary"
120907,"LA BON VIE ENTERPRISE",OUTRIGHT,"2023-01-09 13:27:33","Incomplete - Primary"
124145,"LADY JASMIN HOME DECOR & JEWELRY","STORE CONSIGNOR","2023-01-06 10:32:58","In Process"
120558,"LBR PHILCRAFTS",OUTRIGHT,"2022-12-28 11:32:13","Incomplete - Primary"
120666,"LG ELECTRONICS PHILIPPINES, INC.",OUTRIGHT,"2023-03-31 13:33:05","In Process"
124164,"LIAMASON ENTERPRISES","STORE CONSIGNOR","2023-02-17 14:29:40","Incomplete - Primary"
124151,"LIMGOCHUAONG (LGCO) ENTERPRISESCORPORATION","STORE CONSIGNOR","2022-10-12 10:39:39","In Process"
124111,"LLOYDE CORPORATION","STORE CONSIGNOR","2023-04-27 11:11:41","In Process"
124010,"LU BEN BRASSIERE MANUFACTURING INC","STORE CONSIGNOR","2023-01-27 16:11:16","In Process"
124062,"LUCI HOLDINGS INC","STORE CONSIGNOR","2022-11-03 14:04:03","Incomplete - Primary"
124166,"LUDUS DISTRIBUTORS CORP.","STORE CONSIGNOR","2023-11-07 11:06:11","In Process"
120869,"LUGMAX CORPORATION",OUTRIGHT,"2023-03-23 08:18:27","In Process"
120870,"LULLET CLOTHING CORPORATION",OUTRIGHT,"2022-08-23 11:23:56","Incomplete - Primary"
124138,"LYKA MANUFACTURING CO., INC.","STORE CONSIGNOR","2022-11-24 09:41:54","Incomplete - Primary"
134260,"M & H FASHION INT'L CO INC","STORE CONSIGNOR","2022-11-22 07:28:23","Incomplete - Primary"
240308,"MADRAS CROWNPHIL INC.",OUTRIGHT,"2022-08-26 16:40:43","Incomplete - Primary"
240582,"MALAGOS AGRI-VENTURES CORPORATION",OUTRIGHT,"2023-10-04 07:59:58","Incomplete - Primary"
240603,"MANTYX INDUSTRIES AND TRADINGCORPORATION",OUTRIGHT,"2022-11-07 13:43:32","Incomplete - Primary"
240175,"MANTYX TRADING",OUTRIGHT,"2022-11-07 14:22:26","Incomplete - Primary"
240617,"MARIENI VESTMENT TRADING CORPORATION",OUTRIGHT,"2024-03-08 10:04:11","In Process"
130717,"MARKETREACH DISTRIBUTORS, INC.",OUTRIGHT,"2024-03-11 09:07:56",Submitted
240598,"MARQUED PRODUCTS CORPORATION",OUTRIGHT,"2024-03-09 09:50:05","Incomplete - Primary"
240445,"MARZDEN INC.",OUTRIGHT,"2022-08-31 08:39:56","In Process"
240636,"MCM MILLENIUM CORP.",OUTRIGHT,"2024-01-17 11:02:40","In Process"
134305,"MCR PERISSOS ENTERPRISES","STORE CONSIGNOR","2022-12-09 15:57:54","Incomplete - Primary"
130971,"MEDI-RX  INC",OUTRIGHT,"2023-02-01 20:18:24","In Process"
130526,"MELCAR MARKETING CORPORATION",OUTRIGHT,"2023-04-01 15:04:45","In Process"
240560,"METRO MYREX SALES COMPANY INC.",OUTRIGHT,"2023-03-21 15:22:54","In Process"
134350,"METRO SPORTSWEAR MANUFACTURINGCORPORATION","STORE CONSIGNOR","2024-03-14 11:29:52","Incomplete - Primary"
130639,"MEYERS PHARMACEUTICAL  PHIL  INC",OUTRIGHT,"2023-02-14 08:49:12","Incomplete - Primary"
240604,"MGA LIKHA NI INAY, INC.",OUTRIGHT,"2023-07-11 08:55:46","Incomplete - Primary"
130276,"MICROER BAG",OUTRIGHT,"2022-10-24 08:39:38","In Process"
134256,"MIGLORE INC.","STORE CONSIGNOR","2024-02-29 15:20:05","In Process"
240012,"MILES & LEVELS PHILIPPINES INCORPORATED",OUTRIGHT,"2023-01-03 15:41:55","Incomplete - Primary"
134272,"MIXTHEM JEWELRY AND ACCESSORIES","STORE CONSIGNOR","2023-01-06 14:28:49","In Process"
134276,"MIYUCO ENTERPRISE","STORE CONSIGNOR","2022-11-04 09:51:07","In Process"
240146,"MOLDEX PRODUCTS, INC.",OUTRIGHT,"2022-11-23 08:14:47","Incomplete - Primary"
110139,"MONDELEZ PHILIPPINES INC",OUTRIGHT,"2023-08-25 08:49:32","Incomplete - Primary"
130602,"MONHEIM DISTRIBUTOR INC",OUTRIGHT,"2024-03-13 14:13:07","In Process"
240668,"MORNING GLORY COMPANY INC.",OUTRIGHT,"2024-03-08 12:33:35","In Process"
