VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DEPT
070433,"GIZGETZ ENTERPRISE",OUTRIGHT,Toys
074210,"GKS MARKETING","STORE CONSIGNOR","Appliance,Gadgets"
070873,"GL AGRO INDUSTRIAL RESOURCES",OUTRIGHT,Watsons
074211,"GLAM-O-MAMAS MARKETING","STORE CONSIGNOR","Babies' Accs & Furns"
070348,"GLAMOROSA DE MANILA INC",OUTRIGHT,"Women's Wear 1,Kids' Wear - Girls,Women's Wear 2,Kids' Accessories"
070484,"GLAXOSMITHKLINE CONSUMER HEALTHCAREPHILS., INC.",OUTRIGHT,Watsons
070146,"GLAXOSMITHKLINE PHILIPPINES INC",OUTRIGHT,"Snacks,Watsons"
070814,"GLENSON APPAREL",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Babies' Wear,Boys' Teen Wear,Women's Wear 3,Smart Buy"
070267,"GLIFSON HANDICRAFT",OUTRIGHT,Kultura
070386,"GLOBAL EXPORT PRODUCTS (GEP) CORP",OUTRIGHT,Kultura
070372,"GLOBAL FASHION TREND INTL INC",OUTRIGHT,"Men's Shoes"
070440,"GLOBAL PLUS INTERDECOR, INC.",OUTRIGHT,Kultura
070249,"GLOBAL STRATEGIC PARTNERS DISTRIBUTIONINC.",OUTRIGHT,"Hardware,Pet Express"
070528,"GLOBAL WELLNESS INNOVATION INCORPORATED",OUTRIGHT,Watsons
070218,"GLOBAL WINDS CORP",OUTRIGHT,"Hardware,Watsons"
070139,"GLOBAL WOOD CORPORATION",OUTRIGHT,"Storage & Organizers,Our Home,Furniture & Fixtures,Kitchenware,Linens & Accessories,Decorations & Accessories"
070517,"GLOBALVENTURES CO.",OUTRIGHT,"Babies' Accs & Furns,Pet Express"
070270,"GLOBALXCHANGE CORP",OUTRIGHT,Watsons
070498,"GLOBO ASIATICO ENTERPRISES, INC.",OUTRIGHT,Watsons
070361,"GLOFIT INC",OUTRIGHT,"Women's Shoes,Kids' Shoes"
070298,"GLORIOUS INDUSTRIAL & DEVELOPMENTCORPORATION",OUTRIGHT,Watsons
074185,"GLORY NATURALS INC","STORE CONSIGNOR",Watsons
070414,"GLOSONS TRADING LIMITED COMPANY",OUTRIGHT,Watsons
074190,"GMARDC CORP.","STORE CONSIGNOR","Kids' Wear - Girls,Babies' Wear,Kids' Wear - Boys"
070463,"GMNL ENTERPRISE",OUTRIGHT,"Kultura,Linens & Accessories"
074147,"GNB ENTERPRISES","STORE CONSIGNOR","Kids' Wear - Girls,Babies' Wear,Kids' Wear - Boys"
070539,"GO LEVEREDGE DISTRIBUTION CORP.",OUTRIGHT,Watsons
074223,"GO NURTURE ENTERPRISE","STORE CONSIGNOR","Babies' Accs & Furns"
070530,"GO RIGHT GRM ENTERPRISES INC.",OUTRIGHT,Snacks
070447,"GO-CSC ENTERPRISE",OUTRIGHT,Stationery
074026,"GODIVA, INC.","STORE CONSIGNOR",Watsons
070527,"GOLD IN GRASS CORPORATION",OUTRIGHT,Kultura
070376,"GOLD RIVER MANAGEMENT AND DEVELOPMENTCORPORATION",OUTRIGHT,Watsons
070216,"GOLDA'S ENTERPRISES",OUTRIGHT,"Surplus Shop,Men's Accessories,Women's Accessories,Kids' Accessories,Luggage,Kultura,Decorations & Accessories,Toys,Pet Express"
070441,"GOLDA'S ENTERPRISES INC",OUTRIGHT,"Men's Accessories,Women's Accessories,Kids' Accessories,Pet Express,Stationery"
070354,"GOLDBRAND MARKETING INC.",OUTRIGHT,Snacks
070466,"GOLDEN 138 CORP.",OUTRIGHT,"Women's Accessories"
070338,"GOLDEN ADVANCE MARKETING CORP",OUTRIGHT,"Our Home,Furniture & Fixtures,Hardware"
070393,"GOLDEN ARROW FOOD ENTERPRISES",OUTRIGHT,"Kultura,Snacks,Guam Island"
070465,"GOLDEN BEE GARMENTS MARKETING CORP",OUTRIGHT,Kultura
070115,"GOLDEN DRAGON METAL PRODUCTS INC",OUTRIGHT,"Furniture & Fixtures,Kitchenware,Hardware,Stationery"
070592,"GOLDEN HOSIERY INC",OUTRIGHT,"Women's Accessories,Kids' Accessories"
070457,"GOLDEN SAPPHIRE TRADING",OUTRIGHT,Kultura
070540,"GOLDENLIGHTS PHILS, INC.",OUTRIGHT,Snacks
070367,"GOLDENTOP MARKETING INTERNATIONALCORPORATION",OUTRIGHT,"Snacks,Watsons"
070180,"GOLDILOCKS BAKESHOP, INC.",OUTRIGHT,"Kultura,Snacks"
074183,"GOLDLINE COSMETICS MANUFACTURINGCORPORATION","STORE CONSIGNOR",Watsons
070374,"GOOD GRACE APPAREL INC",OUTRIGHT,"Girls' Teen Wear,Boys' Teen Wear"
070436,"GOOD GRACE DENIM GROUP INC",OUTRIGHT,"Boys' Teen Wear"
074197,"GOOD LIVING RETAIL CONCEPTS CORPORATION","STORE CONSIGNOR","Women's Shoes,Bags"
070416,"GOODFELLOW PHARMA CORP.",OUTRIGHT,Watsons
070587,"GOODWAY INTL TRADING CORP",OUTRIGHT,Snacks
070430,"GOODWILL VENTURES MFG & TRADING",OUTRIGHT,"Decorations & Accessories"
070897,"GOODWIN CORPORATION",OUTRIGHT,"Decorations & Accessories,Stationery"
074118,"GOPANKIN TRADING INC.","STORE CONSIGNOR","Babies' Accs & Furns"
070503,"GORDOVEZ-MOLINA TRADING AND MERCHANDISECOMPANY",OUTRIGHT,Kultura
070508,"GORGONIA'S FAN HANDICRAFT",OUTRIGHT,Kultura
070294,"GOURMET FARMS, INC.",OUTRIGHT,"Kultura,Watsons"
074069,"GRACE PARK INTL INC","STORE CONSIGNOR","Babies' Accs & Furns,Our Home,Furniture & Fixtures,Hardware,Crate And Barrel"
070423,"GRACELAND ARTS N CRAFT",OUTRIGHT,Kultura
070472,"GRACELAND ARTS N CRAFT CO",OUTRIGHT,Kultura
070460,"GRACIASFOODS 2 INC",OUTRIGHT,Kultura
070767,"GRACZAR GARMENTS SEWING CONTRACTOR",OUTRIGHT,"Kids' Wear - Girls,Babies' Wear,Kids' Wear - Boys,Toys"
070505,"GRACZAR GARMENTS SEWING SERVICES",OUTRIGHT,"Kids' Wear - Girls,Babies' Wear,Kids' Wear - Boys"
070848,"GRAND MASTER BOX PRINTING &MANUFACTURING CORP",OUTRIGHT,"Toys,Stationery"
070475,"GRANTS NATURE DECORS",OUTRIGHT,Kultura
070476,"GREAT GARMENTZ, INC.",OUTRIGHT,"Men's Wear,Kids' Wear - Girls,Women's Wear 2,Babies' Wear,Kids' Wear - Boys,Surplus Shop,Babies' Accs & Furns,Kultura,Men's Wear Plus"
070401,"GREAT VISION BUSINESS VENTURE INC",OUTRIGHT,"Men's Wear,Kids' Wear - Girls,Babies' Wear,Smart Buy"
070520,"GREAT WELL PHARMA INC.",OUTRIGHT,Watsons
070485,"GREAT WINPARD PHILIPPINES, INC.",OUTRIGHT,Luggage
070437,"GREEN CYCLE ENTERPRISES",OUTRIGHT,"Women's Wear 1,Kultura,Watsons"
070296,"GREEN GRASS MARKETING",OUTRIGHT,"Women's Shoes,Kids' Shoes"
070364,"GREEN LEAF ECO BAGS",OUTRIGHT,"Women's Accessories,Kultura"
074181,"GREEN360 TRADING","STORE CONSIGNOR","Babies' Accs & Furns"
070486,"GREENEARTH HERITAGE FOUNDATION INC",OUTRIGHT,Kultura
070545,"GREENLIFE COCONUT PRODUCTS PHILIPPINESINC.",OUTRIGHT,Kultura
070445,"GREENWOOD HOME DECOR INC",OUTRIGHT,Kultura
074207,"GRETCHEN SANTOS TRADING","STORE CONSIGNOR","Women's Shoes"
070828,"GROWTH SALES ENTERPRISES",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Babies' Wear,Babies' Accs & Furns,Kultura"
074213,"GRUPO ATHLETICA INC","STORE CONSIGNOR","Men's Wear"
074220,"GRUPPO POTENZA CORPORATION","STORE CONSIGNOR","Men's Shoes,Boys' Teen Wear,Toys"
074165,"GT COSMETICS MANUFACTURING","STORE CONSIGNOR",Watsons
070335,"GUENEVERE INTERNATIONAL TRADING INC",OUTRIGHT,"Women's Wear 1,Women's Wear 3"
070541,"GUIDO YLAYA CORPORATION",OUTRIGHT,Kultura
074172,"GUSTAZO ALIMENTOS CORPORATION","STORE CONSIGNOR",Kultura
074200,"GUSTO PHILIPPINES COMPANY INC","STORE CONSIGNOR",Appliance
070456,"GVX ANGELES TRADING CORP.",OUTRIGHT,"Women's Wear 1,Guam Island"
070943,"GYMBOREE MARKETING INTERNATIONAL INC",OUTRIGHT,"Snacks,Watsons"
084123,"H2O LIFE SOURCE PHILIPPINES INC","STORE CONSIGNOR",Appliance
080343,"HABI BATANGAN",OUTRIGHT,Kultura
190894,"HAIER ELECTRICAL APPLIANCES PHILS INC",OUTRIGHT,Appliance
084107,"HALCO HEALTH AND LIVING CORPORATION","STORE CONSIGNOR",Watsons
084001,"HALSTON GARMENTS, INC.","STORE CONSIGNOR","Men's Wear"
080037,"HAMILTON LEATHER MFG",OUTRIGHT,"Men's Accessories,Kids' Accessories"
084010,"HANDLE BAR INC","STORE CONSIGNOR",Hardware
080283,"HAOBO MARKETING",OUTRIGHT,"Women's Wear 1,Girls' Teen Wear,Women's Wear 2,Babies' Accs & Furns,Women's Wear 3"
080218,"HAPIHOM CO",OUTRIGHT,"Babies' Accs & Furns,Kitchenware,Tableware,Decorations & Accessories"
084122,"HAPPY BUNNY ENTERPRISES INC","STORE CONSIGNOR","Men's Wear"
080186,"HAPPY NOTES NOVELTIES & SOUVENIRS SHOP",OUTRIGHT,Toys
084026,"HARD CASTLE CORPORATION","STORE CONSIGNOR",Toys
080179,"HARD STONE MARKETING",OUTRIGHT,"Storage & Organizers,Appliance,Kitchenware,Tableware,Hardware"
080301,"HARMONY & WELLNESS ENTERPRISES",OUTRIGHT,Watsons
080124,"HARP ENTERPRISE INTERNATIONAL",OUTRIGHT,"Kids' Wear - Boys,Appliance,Linens & Accessories,Decorations & Accessories,Hardware,Toys,Pet Express"
080224,"HARSHIL ENTERPRISES",OUTRIGHT,"Babies' Wear"
084108,"HART INTERNATIONAL CO","STORE CONSIGNOR",Hardware
080292,"HAUTE & SPICY INC",OUTRIGHT,"Girls' Teen Wear"
080302,"HBLMASIA PHILIPPINES INC.",OUTRIGHT,"Our Home,Kultura"
080323,"HCR HANDICRAFTS",OUTRIGHT,"Kultura,Guam Island"
080316,"HEALTH CHANNELS INNOVATORS INC",OUTRIGHT,Watsons
084125,"HEALTH EXPRESS INC","STORE CONSIGNOR",Watsons
080269,"HEALTH Y WONDERS CORP",OUTRIGHT,Snacks
080312,"HEALTHY SWEETS",OUTRIGHT,Kultura
080332,"HEALTHY SWEETS MINDANAO CORPORATION",OUTRIGHT,Kultura
084119,"HEARTS AND ARROWS INC","STORE CONSIGNOR","Branded Accessories"
084002,"HEARTSTRINGS ENTERPRISES INC","STORE CONSIGNOR",Bags
080239,"HEATGEAR TRADING",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Babies' Wear,Boys' Teen Wear,Kids' Wear - Boys,Surplus Shop,Women's Wear 3,Smart Buy"
080111,"HEDDA SHOE SHOP",OUTRIGHT,"Women's Accessories,Bags"
080198,"HEEL2TOE MARKETING CORPORATION",OUTRIGHT,"Women's Shoes"
084143,"HELLOGIGGLES MARKETING","STORE CONSIGNOR","Babies' Accs & Furns"
080307,"HENAH ENTERPRISES",OUTRIGHT,"Surplus Shop"
080287,"HENRICH BASIC CLOTHING CORP",OUTRIGHT,"Smart Buy"
080125,"HENRICH FOOD PRODUCTS",OUTRIGHT,Snacks
080462,"HENRY GARMENTS MFG INC",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Women's Wear 2,Babies' Wear,Boys' Teen Wear,Kids' Wear - Boys,Kultura,Women's Wear 3,Men's Wear Plus,Smart Buy"
080183,"HENSON CLOTHING COMPANY INC",OUTRIGHT,"Kids' Wear - Girls,MW Institutional Sales"
080262,"HERB-ALL ORGANIC TRADING CORPORATION",OUTRIGHT,Watsons
080212,"HERBCARE CORPORATION",OUTRIGHT,Watsons
080138,"HERBS & NATURE CORPORATION",OUTRIGHT,Watsons
080275,"HERMANAS Y PRIMOS INC",OUTRIGHT,"Babies' Accs & Furns"
080555,"HERMIELYN'S CAPS & BAGS",OUTRIGHT,"Babies' Wear,Women's Accessories,Kids' Accessories"
080445,"HERMON INTERNATIONAL MARKETING",OUTRIGHT,Watsons
084132,"HEYJOW INC.","STORE CONSIGNOR",L'INDOCHINE
080153,"HH ASIA TRADING INC",OUTRIGHT,Hardware
080338,"HIGH END FASHION, INC.",OUTRIGHT,"Women's Wear 1"
084144,"HIGH POWER GREAT GEARS APPAREL INC.","STORE CONSIGNOR","Men's Wear"
084130,"HIGHLY EXCLUSIVE INCORPORATED","STORE CONSIGNOR","Sports Central"
084115,"HIGHRISE RICH VENTURES INCORPORATED","STORE CONSIGNOR","Our Home"
084096,"HIGHTOWER MARKETING CORPORATION","STORE CONSIGNOR","Kids' Wear - Girls,Kids' Wear - Boys"
080134,"HILTON VENTURE PHIL",OUTRIGHT,"Kids' Accessories,Storage & Organizers"
084137,"HINGE INQUIRER PUBLICATIONS, INC","STORE CONSIGNOR","Babies' Accs & Furns"
080348,"HIRAYA ARTISAN CHOCOLATES INC.",OUTRIGHT,Kultura
084066,"HI-SENSE FASHION CO","STORE CONSIGNOR","Men's Wear,Women's Wear 1"
084044,"HI-VISION CHAUSSURES INC","STORE CONSIGNOR","Men's Shoes,Women's Shoes,Sports Central"
080294,"HNM IMPORT & EXPORT",OUTRIGHT,"Women's Shoes,Bags,Luggage"
084121,"HOBBES CONCEPTS CORPORATION","STORE CONSIGNOR",Toys
080148,"HOK DIENG ENT CORP",OUTRIGHT,"Storage & Organizers,Kitchenware,Tableware,Decorations & Accessories"
080329,"HOLISTIX INC.",OUTRIGHT,Watsons
084006,"HOLOFER MKTG INC","STORE CONSIGNOR","Women's Wear 1,Kids' Wear - Girls,Women's Wear 2,Kultura"
080248,"HOME JEWELS NOVELTY SHOP",OUTRIGHT,Kultura
084114,"HOME STUDIO INCORPORATED","STORE CONSIGNOR","Furniture & Fixtures"
080266,"HOMEBERRY CORP",OUTRIGHT,"Storage & Organizers,Tableware,Hardware"
084131,"HOMEWORKZ ENTERTAINMENT SERVICES","STORE CONSIGNOR","Music N Video"
080236,"HOMME PLUS MARKETING COMPANY",OUTRIGHT,"Men's Shoes,Babies' Wear,Women's Shoes,Surplus Shop,Men's Accessories,Women's Accessories,Kids' Accessories,Bags,Babies' Accs & Furns,Storage & Organizers,Kids' Shoes,Our Home,Kultura,Kitchenware,Tableware,Linens & Accessories,Decorations & Accessories,Hardware,Stationery,Character Shop"
084120,"HOMMSS TRADING CORPORATION","STORE CONSIGNOR",Hardware
084145,"HONEST VENTURES CORPORATION","STORE CONSIGNOR","Babies' Accs & Furns,Toys"
080237,"HONEX MARKETING CORPORATION",OUTRIGHT,"Men's Accessories,Stationery"
080254,"HONEYSPRING ENTERPRISES, INC.",OUTRIGHT,"Men's Wear,MW Institutional Sales"
080034,"HOOPS MANUFACTURING CORPORATION",OUTRIGHT,"Men's Wear,Kids' Wear - Girls,Boys' Teen Wear,Men's Wear Plus"
084135,"HOTSTUFF MARKETING PHILS. INC.","STORE CONSIGNOR","Women's Shoes"
084111,"HUGE MANUFACTURING CORPORATION","STORE CONSIGNOR","Linens & Accessories,Crate And Barrel"
084117,"HYACINTH RED 88 CORPORATION","STORE CONSIGNOR","Kids' Accessories"
080022,"HYJET MARKETING INCORPORATED",OUTRIGHT,Hardware
084138,"HYPER GLOBAL MAC ENTERPRISES INC.","STORE CONSIGNOR",Watsons
090167,"I.C. DALUPAN ENTERPRISES",OUTRIGHT,"Women's Wear 1"
090113,"I.O.S. MARKETING CORPORATION",OUTRIGHT,Watsons
094054,"ICENIT LIGHTS AND DECORS INC","STORE CONSIGNOR","Our Home"
094080,"IDEA 1 INC.","STORE CONSIGNOR","Babies' Accs & Furns"
094055,"IDEALISK INC","STORE CONSIGNOR","Women's Wear 1,Women's Wear 2,Women's Wear 3,Watsons"
090191,"IDELI TECHNOLOGIES CORPORATION",OUTRIGHT,Kultura
094044,"I-DIGIWORLD INC","STORE CONSIGNOR",Appliance
094067,"I-FASHION MKTG CO","STORE CONSIGNOR","Women's Wear 1"
090166,"IHOME ENTERPRISES CO.",OUTRIGHT,"Babies' Accs & Furns,Storage & Organizers,Kitchenware,Hardware"
090163,"IL.AEGO APPAREL INC",OUTRIGHT,"Women's Wear 1"
094060,"ILLINOIS MARKETING INC.","STORE CONSIGNOR","Girls' Teen Wear,Babies' Wear"
090153,"ILOCOS FOOD PRODUCTS",OUTRIGHT,Snacks
094052,"I-MAGE WORX INCORPORATED","STORE CONSIGNOR",Gadgets
090025,"IN & OUT CORPORATION",OUTRIGHT,"Men's Shoes,Kids' Shoes"
090186,"INCA WEARS UNLIMITED CORP",OUTRIGHT,"Men's Wear,Girls' Teen Wear,Boys' Teen Wear,Kids' Wear - Boys,Kultura"
094045,"INDO-CHINE FASHION TRADING","STORE CONSIGNOR","Women's Wear 1,Women's Wear 2,Women's Wear 3"
090081,"INDUREX CLOTHING",OUTRIGHT,"Men's Wear,Kids' Wear - Girls,Babies' Wear,Boys' Teen Wear,Kids' Wear - Boys,Surplus Shop,Men's Wear Plus,MW Institutional Sales"
094087,"INES CELESTINA CLOTHING","STORE CONSIGNOR",Kultura
094079,"INFINITE MEDICAL TRADING","STORE CONSIGNOR","Babies' Accs & Furns"
090174,"INFINITRI PLUS CORP.",OUTRIGHT,Snacks
094069,"INGROUP INC","STORE CONSIGNOR","Character Shop"
094015,"INK-FOR-LESS INC","STORE CONSIGNOR",Stationery
094029,"INNERWEAR ESSENTIALS MARKETINGCORPORATION","STORE CONSIGNOR","Men's Wear,Women's Wear 1,Women's Shoes,Women's Wear 3"
090119,"INNOGEN PHARMACEUTICALS INC",OUTRIGHT,Watsons
094077,"INNOTEX MANUFACTURING CORPORATION","STORE CONSIGNOR","Women's Wear 2"
090207,"INNOVATIVE PACKAGING INDUSTRY CORP.",OUTRIGHT,Snacks
090161,"INNOVATRONIX INCORPORATED",OUTRIGHT,Hardware
090139,"INNOVISTA TECHNOLOGIES, INC.",OUTRIGHT,Appliance
090106,"INNUI MARKETING INC.",OUTRIGHT,"Men's Shoes,Women's Shoes,Kids' Shoes"
090332,"INO'S HANDBAG FACTORY",OUTRIGHT,"Women's Shoes,Bags,Kids' Shoes,Kultura"
094088,"INTECH GROUP INNOVATIONS CORP.","STORE CONSIGNOR",Appliance
120950,"INTEGRATED MARKET SERVICES(PHILIPPINES) INC.",OUTRIGHT,"Snacks,Watsons"
090159,"INTERCHEMEX LABORATORIES INC",OUTRIGHT,Watsons
094243,"INTERIOR CRAFTS","STORE CONSIGNOR","Linens & Accessories,Crate And Barrel"
090340,"INTERMETRO DISTRIBUTORS CORPORATION",OUTRIGHT,"Storage & Organizers,Decorations & Accessories,Toys,Stationery"
094062,"INTERNATIONAL COSMETIQUES INCORPORATED","STORE CONSIGNOR",Watsons
090133,"INTERNATIONAL PHARMACEUTICALS INC",OUTRIGHT,"Guam Island,Watsons"
090099,"INZIGNIA ENTERPRISE LIMITED CO",OUTRIGHT,"Men's Wear,Women's Wear 1,Girls' Teen Wear,Women's Wear 2,Boys' Teen Wear,Women's Shoes,Women's Accessories,Bags,Kultura,Women's Wear 3"
094084,"IODHOME INC.","STORE CONSIGNOR","Kitchenware,Crate And Barrel"
090254,"IRENE INDUSTRIES",OUTRIGHT,"Men's Accessories,Women's Accessories,Kids' Accessories"
090198,"ISHOES CORPORATION",OUTRIGHT,"Kids' Shoes"
094010,"ISLAND SOUVENIRS INCORPORATED","STORE CONSIGNOR","Men's Wear,Kultura"
094081,"ISLAND TWINPLUS TRADING CORP.","STORE CONSIGNOR",Watsons
090199,"ISOURCE PROMO AND EVENTS INC.",OUTRIGHT,"Kids' Wear - Girls,Babies' Wear,Kids' Wear - Boys"
150636,"ISS INTEGRATED SOURCING SOLUTIONS CORP.",OUTRIGHT,Watsons
090028,"ISSHO-GENKI PHIL CORPORATION",OUTRIGHT,Watsons
094028,"ISUCCESS CORPORATION","STORE CONSIGNOR","Men's Wear,Kultura"
090321,"ITALFOOD DISTRIBUTION INC",OUTRIGHT,Snacks
094073,"ITOCHU CORPORATION - MANILA BRANCH","STORE CONSIGNOR",Watsons
094063,"ITSIE-BITSIE BOUTIQUE","STORE CONSIGNOR","Women's Wear 2"
090087,"ITSOM BEAUTY BLOOMS INC",OUTRIGHT,Watsons
094039,"IVORY MUSIC & VIDEO, INC.","STORE CONSIGNOR","Music N Video,Toys"
090144,"IZIAL CHEMIEHAUSEN CORPORATION",OUTRIGHT,Watsons
100623,"J A Z AND LOUBNA CO. LTD.",OUTRIGHT,"Women's Wear 1,Surplus Shop"
104111,"J CORDON COMMERCIAL CORPORATION","STORE CONSIGNOR","Appliance,Music N Video"
100975,"J. CHEMIE LABORATORIES, INC.",OUTRIGHT,Watsons
100507,"J. EMMANUEL PASTRIES",OUTRIGHT,"Kultura,Snacks"
100622,"J.A. MADISON TRADING CORPORATION",OUTRIGHT,"Pet Express"
100639,"J.L.C. ALMAZORA CORPORATION",OUTRIGHT,"Kids' Shoes"
100572,"J.N.J. GARMENTS MANUFACTURING",OUTRIGHT,"Smart Buy"
100651,"JACE VALUE PLUS GLOBAL CORPORATION",OUTRIGHT,"Women's Wear 2"
104135,"JADE DE MINDORO PRODUCTS","STORE CONSIGNOR",Kultura
100424,"JAKE COMMERCIAL INC",OUTRIGHT,"Surplus Shop,Linens & Accessories,Decorations & Accessories"
100451,"JAMLA CORPORATION",OUTRIGHT,Snacks
100873,"JAMMER SHOES",OUTRIGHT,"Men's Shoes"
104143,"JAMWIL ENTERPRISES","STORE CONSIGNOR",Kultura
100596,"JANNGEL ENTERPRISES",OUTRIGHT,Kultura
100484,"JAOMING MARKETING CORP.",OUTRIGHT,Watsons
100652,"JARDENZ INTERNATIONAL TRADING CORP.",OUTRIGHT,"Linens & Accessories"
104027,"JARMAN SALES CORPORATION","STORE CONSIGNOR","Men's Shoes,Kids' Shoes"
100644,"JARQUE TRADING",OUTRIGHT,Kultura
100176,"JARVY FOOTWEAR SHOP",OUTRIGHT,"Women's Shoes,Kids' Shoes"
100488,"JAYJAY APPAREL MANUFACTURING CORPORATION",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Women's Wear 2,Babies' Wear,Toys"
100611,"JAYMIE'S FASHION TRADING CORP",OUTRIGHT,"Men's Accessories,Women's Accessories,Kids' Accessories"
100587,"JAYPEE WROUGHT IRON MANUFACTURING",OUTRIGHT,Kultura
100540,"JCS PHARMACEUTICALS INC",OUTRIGHT,Watsons
100494,"JD INDUSTRIAL SALES INC",OUTRIGHT,"Babies' Accs & Furns,Toys"
100662,"JDB IDEA'S HOME FURNITURE CORPORATION",OUTRIGHT,"Our Home"
100585,"JEANNA CHARLOTTE FASHION WEAR &ACCESORIES",OUTRIGHT,"Women's Wear 1,Girls' Teen Wear,Women's Wear 3"
104130,"JEANSCITY INCORPORATED","STORE CONSIGNOR","Men's Wear,Girls' Teen Wear,Boys' Teen Wear"
104139,"JEANSGALLERY INC.","STORE CONSIGNOR","Girls' Teen Wear,Boys' Teen Wear"
100549,"JEANSTATION INC",OUTRIGHT,"Smart Buy"
100546,"JELLYBEANS ENTERPRISES",OUTRIGHT,Bags
104141,"JEN-1-NE DISTRIBUTOR, INC.","STORE CONSIGNOR",Toys
100409,"JENBROS GARMENTS CORPORATION",OUTRIGHT,"Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Women's Wear 2,Babies' Wear,Kids' Wear - Boys"
100566,"JENTON HIGH FASHION APPAREL INC",OUTRIGHT,"Women's Wear 1"
100513,"JER SHELL'S CRAFT CREATIONS INT'L",OUTRIGHT,Kultura
104053,"JERM MARKETING INC","STORE CONSIGNOR","Kitchenware,Hardware,Music N Video,Watsons"
104142,"JETSBRO INC.","STORE CONSIGNOR","Men's Accessories"
104070,"JEVANCY-RHOFE COLLECTION","STORE CONSIGNOR","Women's Wear 1"
100657,"JEWEL BUTTERFLY WINGS AND CREATION",OUTRIGHT,Kultura
100561,"JHAZ FOOTWEAR STORE",OUTRIGHT,Kultura
100324,"JHN & MCH GARMENTS INDUSTRIES",OUTRIGHT,"Men's Wear,Women's Wear 1,Kids' Wear - Girls,Girls' Teen Wear,Boys' Teen Wear,Women's Wear 3"
100624,"JIA YING TRADING",OUTRIGHT,"Kids' Wear - Girls,Kids' Wear - Boys,Surplus Shop"
100559,"JIA2 CORP",OUTRIGHT,"Storage & Organizers,Snacks"
104132,"JIINZU INC","STORE CONSIGNOR","Men's Wear,Women's Wear 1"
100614,"JKG CARVER INTERNATIONAL TRADINGCORPORATION",OUTRIGHT,"Babies' Accs & Furns"
100094,"JL LOPEZ MERCHANDISING",OUTRIGHT,"Linens & Accessories"
100514,"J-LYN SHOE STYLE MARKETING",OUTRIGHT,"Women's Shoes,Kids' Shoes"
100178,"JMS INTERNATIONAL INCORPORATED",OUTRIGHT,"Storage & Organizers,Furniture & Fixtures,Kitchenware,Tableware,Decorations & Accessories,Hardware"
100384,"JNL88 MARKETING",OUTRIGHT,"Snacks,Watsons"
100120,"JNT GARMENTS",OUTRIGHT,"Babies' Wear"
100441,"JO-ANN & LYN TRADING",OUTRIGHT,"Women's Shoes,Kids' Shoes"
100699,"JOE & SUSAN FOOD PROD",OUTRIGHT,Snacks
100571,"JOE LUIS GARMENT MANUFACTURING",OUTRIGHT,"Smart Buy"
100616,"JOHANSEN WORLD GROUP CORP",OUTRIGHT,"Our Home"
100443,"JOHN HENRY ENTERPRISES",OUTRIGHT,"Men's Accessories"
104074,"JOHN MICHAEL SALCEDO RTW COLLECTION","STORE CONSIGNOR","Women's Wear 1"
100601,"JOHN N' MICO FOOD PRODUCTS",OUTRIGHT,Snacks
100797,"JOHN SUES FOOTWEAR",OUTRIGHT,"Men's Shoes,Women's Shoes,Bags,Luggage,Kids' Shoes"
100426,"JOHNSON & JOHNSON PTE. LTD.",OUTRIGHT,"Babies' Accs & Furns,Watsons"
104114,"JOINT VENTURE SOUND LIGHT ENTER.CONCEPTS INC","STORE CONSIGNOR",Appliance
100528,"JOJO'S FOOD PRODUCTS INC",OUTRIGHT,"Kultura,Snacks"
100235,"JOLLY PLASTIC MOLDING CORP",OUTRIGHT,"Storage & Organizers,Hardware"
104029,"JOLLYCOM FRAGRANCES MFG","STORE CONSIGNOR",Watsons
100615,"JONERS 888 CORPORATION",OUTRIGHT,Snacks
104131,"JONIXXES CORP","STORE CONSIGNOR",Toys
104128,"JOPIE-FUSSY TRADING","STORE CONSIGNOR","Women's Shoes"
100537,"JOSANA GARMENT",OUTRIGHT,"Kids' Wear - Girls,Women's Wear 3"
100625,"JOSEPHINE JANEO SHOE SHOP",OUTRIGHT,"Women's Shoes"
100606,"JOSHNNEN GARMENTS INC",OUTRIGHT,"Men's Wear,Women's Wear 1,Girls' Teen Wear,Boys' Teen Wear,Women's Wear 3"
100643,"JOSHON ENTERPRISES",OUTRIGHT,"Babies' Accs & Furns,Kitchenware,Stationery"
100418,"JOVASH INTERNATIONAL INC",OUTRIGHT,Watsons
100640,"JOVIJAY FOOD PRODUCTS",OUTRIGHT,Snacks
104137,"JOYTIS INC.","STORE CONSIGNOR","Kids' Accessories,Character Shop"
100221,"JQL ENTERPRISES INC",OUTRIGHT,Watsons
104144,"JRA2 STEEL INDUSTRIES, INC.","STORE CONSIGNOR",Hardware
100665,"JRP GARMENTS INC.",OUTRIGHT,"Kids' Wear - Girls,Kids' Wear - Boys"
