VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DATE_SUBMITTED,CURRENT_STATUS
170414,"CHOCOLATERISA CHOCOLATE INC.",OUTRIGHT,"2022-09-09 15:52:08","Incomplete - Primary"
170398,"CISTEMA INTEGRATED SALES COMPANY",OUTRIGHT,"2023-03-03 22:36:51","In Process"
034161,"CMG RETAIL INC.","STORE CONSIGNOR","2022-09-01 09:32:29","In Process"
030692,"COFTA MOULDINGS CORPORATION",OUTRIGHT,"2022-11-23 10:28:22","In Process"
030164,"COMMONWEALTH FOODS INCORPORATED",OUTRIGHT,"2022-09-15 14:12:50","In Process"
030976,"CONCEPCION CARRIER AIR CONDITIONING COMPANY",OUTRIGHT,"2022-08-17 13:43:28","Incomplete - Primary"
170148,"CONCEPCION DURABLES INC",OUTRIGHT,"2022-09-02 17:24:19","In Process"
034254,"CONCEPT SPECIALIST INC","STORE CONSIGNOR","2022-08-31 09:31:29","Incomplete - Primary"
034294,"CONLINS COFFEE WORLD INC","STORE CONSIGNOR","2022-09-02 16:39:17","Incomplete - Primary"
034102,"CONQUEROR INTERNATIONAL INC","STORE CONSIGNOR","2022-08-08 13:22:27","Incomplete - Primary"
030529,"CONSOLIDATED PAPER PRODUCTS, INC.",OUTRIGHT,"2022-08-30 10:11:59","In Process"
170381,"COOL ADDITIONS 801 GARMENTSMANUFACTURING INC.",OUTRIGHT,"2022-08-30 13:07:45","Incomplete - Primary"
030572,"CORD CHEMICALS, INC.",OUTRIGHT,"2022-09-02 16:28:13","Incomplete - Primary"
034136,"CORPORATE APPAREL INC","STORE CONSIGNOR","2022-08-03 16:56:39","Incomplete - Primary"
034314,"COSMETIX UNLIMITED INC.","STORE CONSIGNOR","2023-01-16 16:10:15","In Process"
030735,"COSMIC ENTERPRISES INC",OUTRIGHT,"2022-08-30 12:22:52","In Process"
034299,"COTTUNIQUE CORPORATION","STORE CONSIGNOR","2022-08-03 15:53:45","In Process"
170275,"CRAFTSMAN QUALITY APPAREL INC.",OUTRIGHT,"2022-08-31 15:46:19","Incomplete - Primary"
034266,"CRESTWELL MARKETING CORPORATION","STORE CONSIGNOR","2022-09-19 13:22:58","In Process"
030490,"CROCODILE TAPE & CO., INC.",OUTRIGHT,"2022-08-31 14:38:48","Incomplete - Primary"
030583,"CROLEY FOODS MFG  CORP",OUTRIGHT,"2023-02-13 11:40:14","In Process"
170279,"CRYSTAL MERCHANDISING INC",OUTRIGHT,"2022-08-31 11:25:41","In Process"
170309,"CTEMS INC",OUTRIGHT,"2022-10-28 15:51:16","Incomplete - Primary"
170251,"CURITY MARKETING",OUTRIGHT,"2022-09-01 10:27:14","Incomplete - Primary"
044096,"D' BEST HANDICRAFT INC","STORE CONSIGNOR","2022-08-09 10:08:57","Incomplete - Primary"
040400,"D' GOLDEN TREE IMPORT & EXPORT CORP.",OUTRIGHT,"2022-08-26 16:26:30","Incomplete - Primary"
044121,"D2 FOAM AND BEDDING CORP","STORE CONSIGNOR","2022-09-03 10:48:24","In Process"
040121,"DAIMARU PLASTIC CORPORATION",OUTRIGHT,"2022-08-23 15:24:13","Incomplete - Primary"
044122,"D'COLE VINTAGE INC","STORE CONSIGNOR","2022-08-03 10:32:50","In Process"
040389,"DEE-VONNE TRADING CORP.",OUTRIGHT,"2022-08-30 10:52:06","In Process"
040291,"D'FASHION CORE INC.",OUTRIGHT,"2022-08-05 14:52:48","Incomplete - Primary"
040370,"DIVAN AND SETTEE TRENDS CORPORATION",OUTRIGHT,"2022-08-23 15:39:24","Incomplete - Primary"
040403,"DLM MARKETING",OUTRIGHT,"2022-09-01 08:35:57","In Process"
044139,"DMTE MARKETING","STORE CONSIGNOR","2022-09-01 08:07:38","In Process"
044103,"DO IT MARKETING CO. PHILS., INC.","STORE CONSIGNOR","2022-09-27 09:54:30","Incomplete - Primary"
040306,"DONG-A PHARMA PHILS INC",OUTRIGHT,"2023-02-06 10:45:13","Incomplete - Primary"
040322,"DONNABELL ORIGINAL NEEDLECRAFT",OUTRIGHT,"2023-01-13 10:09:18","In Process"
044104,"DORY'S DISTILLERY, INC.","STORE CONSIGNOR","2023-01-05 16:12:11","Incomplete - Primary"
044055,"DRAPERY HARDWARE, INC.","STORE CONSIGNOR","2022-09-27 09:48:09","In Process"
040298,"DURALIFE INNOVATIONS PHILS., INC.",OUTRIGHT,"2022-10-12 08:48:16","Incomplete - Primary"
050960,"E.C. FESTIVAL CAKES INC",OUTRIGHT,"2022-08-26 16:19:23","Incomplete - Primary"
050282,"EAGLE SOLE, INCORPORATED",OUTRIGHT,"2022-09-06 15:39:13","Incomplete - Primary"
054155,"EASY STREET FOOTWEAR CORP.","STORE CONSIGNOR","2023-01-05 15:05:55","In Process"
050310,"EASYHAND MARKETING CORPORATION",OUTRIGHT,"2022-08-08 16:01:30","Incomplete - Primary"
050331,"EASYHOMECARE TRADING INC",OUTRIGHT,"2022-10-04 16:42:51","In Process"
054127,"ECOPATH CORPORATION","STORE CONSIGNOR","2022-09-09 15:20:43","Incomplete - Primary"
050358,"EDISY TRADING CORP.",OUTRIGHT,"2022-08-15 11:51:41","In Process"
054148,"ELEC TREATS ENTERPRISES INC","STORE CONSIGNOR","2023-01-03 16:31:49","For Validation of Additional Requirements"
054134,"ELEGANT TRIO COLORS CORPORATION","STORE CONSIGNOR","2023-01-13 14:49:44","In Process"
050327,"EMIRO MARELI CORPORATION",OUTRIGHT,"2022-10-04 14:50:55","Incomplete - Primary"
050230,"EMPERADOR DISTILLERS, INC.",OUTRIGHT,"2022-08-27 08:15:56","Incomplete - Primary"
054031,"EMPIRE VISION HOME ENTERTAINMENTCORPORATION","STORE CONSIGNOR","2022-08-31 13:44:43","In Process"
050183,"EUROPRINCE PHILS CORP",OUTRIGHT,"2023-01-04 11:01:45","Incomplete - Primary"
054048,"EVERGREEN MANUFACTURING CORPORATION","STORE CONSIGNOR","2022-10-15 10:37:43","Incomplete - Primary"
050818,"EXCELLENCE APPLIANCE TECHNOLOGIES INC",OUTRIGHT,"2022-08-31 09:09:12","Incomplete - Primary"
050335,"EXOLENT INC",OUTRIGHT,"2022-10-14 12:36:08","Incomplete - Primary"
054007,"EXTENSIVE WOOD PROCESSING CORPORATION","STORE CONSIGNOR","2023-01-05 14:00:54","In Process"
064090,"F & C JEWELRY - SM CITY ILOILO","STORE CONSIGNOR","2022-11-19 14:11:54","In Process"
060618,"FABRIMETRICS PHILS INC",OUTRIGHT,"2022-09-29 09:50:55","In Process"
060161,"FACTUS INDUSTRIES CORPORATION",OUTRIGHT,"2022-10-14 16:01:18","Incomplete - Primary"
060352,"FASHION MODE CORP.",OUTRIGHT,"2022-09-05 15:25:42","Incomplete - Primary"
060721,"FEDERATED DISTRIBUTORS INC",OUTRIGHT,"2022-09-01 14:54:30","In Process"
060086,"FILIPINAS PLASTIC CORPORATION",OUTRIGHT,"2022-12-15 09:19:49","Incomplete - Primary"
064146,"FINDEN TECHNOLOGIES INC.","STORE CONSIGNOR","2022-08-31 13:15:03","In Process"
064074,"FINISHINGTOUCHES INC","STORE CONSIGNOR","2022-08-24 09:43:41","Incomplete - Primary"
060508,"FINNEX SALES INTERNATIONAL INC",OUTRIGHT,"2022-09-09 07:43:08","Incomplete - Primary"
064169,"FISCHER PH ASIA, INC.","STORE CONSIGNOR","2023-01-10 08:38:40","In Process"
064172,"FIVE17 TRADING CORP.","STORE CONSIGNOR","2022-09-16 13:59:55","In Process"
060085,"FLOWER BUTTERFLY ENTERPRISES",OUTRIGHT,"2022-11-25 08:40:45","Incomplete - Primary"
064013,"FRERIS TRADING AND GENERAL MERCHANDISE","STORE CONSIGNOR","2022-11-07 15:31:11","In Process"
064036,"FUN TIME ENTERPRISES","STORE CONSIGNOR","2022-09-03 11:07:48","Incomplete - Primary"
070044,"G-8 MARKETING INC",OUTRIGHT,"2022-09-01 15:20:25","Incomplete - Primary"
074229,"GC INTL GARMENTS MANUFACTURING CORP.","STORE CONSIGNOR","2022-09-06 10:38:19","Incomplete - Primary"
070449,"GEMBURSTON INC",OUTRIGHT,"2023-01-03 16:33:43","Incomplete - Primary"
070274,"GENSON DISTRIBUTION INC",OUTRIGHT,"2023-03-13 17:10:05","In Process"
070410,"GIFT BUSINESS.COM PHILIPPINES INCORPORATED",OUTRIGHT,"2022-09-09 10:13:54","For VRD Head Approval"
074222,"GLAMBRANDS CORPORATION","STORE CONSIGNOR","2023-01-31 15:11:30","In Process"
070715,"G-MAK CLOTHING ENTERPRISES",OUTRIGHT,"2022-09-04 11:24:30","In Process"
074177,"GOLDBLUM SALES CORPORATION","STORE CONSIGNOR","2023-02-01 09:10:03","In Process"
070521,"GOLDEN KAIZEN DISTRIBUTORS CORPORATION",OUTRIGHT,"2022-08-20 13:07:47","Incomplete - Primary"
074156,"GOLDEN SEASON'S CORPORATION","STORE CONSIGNOR","2022-08-26 16:38:13","In Process"
074192,"GOLDMINE JEWELRY","STORE CONSIGNOR",,"Incomplete - Primary"
074173,"GOLDNINES INTERNATIONAL CO. LTD.","STORE CONSIGNOR","2022-08-30 15:56:30","Incomplete - Primary"
070914,"GRACY'S TRADING",OUTRIGHT,"2022-08-29 20:01:15","Incomplete - Primary"
070856,"GRAND ALPHATECH INTERNATIONALCORPORATION",OUTRIGHT,"2023-01-03 13:08:41","In Process"
074004,"GRAND OAKS CORPORATION","STORE CONSIGNOR","2022-09-14 16:09:01","Incomplete - Primary"
074224,"GRAVISGLOBAL CORP.","STORE CONSIGNOR","2023-01-05 15:20:45","In Process"
070469,"GRAVITEE SALES CORPORATION",OUTRIGHT,"2022-08-24 15:02:59","Deactivated - Additional Requirements"
070347,"GRAYSON GARMENTS INDUSTRIES INC",OUTRIGHT,"2022-08-30 19:05:34","Incomplete - Primary"
074109,"GRAZIOSO CORPORATION","STORE CONSIGNOR","2022-10-24 09:41:30","In Process"
074218,"GREEN KINGDOM LIFESTYLE ENTERPRISES","STORE CONSIGNOR","2022-11-03 10:57:57","Incomplete - Primary"
070027,"GRUPPO SACHIN & SACHIN CO",OUTRIGHT,"2022-10-13 11:03:24","Incomplete - Primary"
084080,"HANESBRANDS PHILIPPINES, INC.","STORE CONSIGNOR","2023-03-09 09:01:13","In Process"
080318,"HANIEL ACCRS CORP.",OUTRIGHT,"2022-11-07 12:23:41","Incomplete - Primary"
084141,"HAPPY HOODIES INC.","STORE CONSIGNOR","2022-08-26 18:11:54","Incomplete - Primary"
084128,"HARIBON KING INTERNATIONAL CORP.","STORE CONSIGNOR","2022-10-24 10:49:41","Incomplete - Primary"
080154,"HEAVENLY PRODUCTS INC",OUTRIGHT,"2023-03-06 13:55:29","Incomplete - Primary"
084134,"HERITAGE-FAMOUS ENTERPRISE","STORE CONSIGNOR","2022-09-06 08:51:49","Incomplete - Primary"
080510,"HI-Q HOUSEWARE CORPORATION",OUTRIGHT,"2022-10-10 10:44:35","Incomplete - Primary"
080029,"HOMECARE FURNITURE CENTER",OUTRIGHT,"2022-08-25 10:36:24","Incomplete - Primary"
084072,"HYDRO WEATHERGEAR INC","STORE CONSIGNOR","2022-09-07 10:36:51","In Process"
094061,"ICONIC ADVANTAGE INTL INC","STORE CONSIGNOR","2023-01-03 10:06:58","In Process"
090150,"IFP MANUFACTURING CORPORATION",OUTRIGHT,"2023-01-14 11:08:54","Invite Accepted"
094025,"IKHEA LIGHTINGS, INC.","STORE CONSIGNOR","2023-01-05 14:01:58","For Validation of Additional Requirements"
094066,"IL CONIGLIO BIANCO CORPORATION","STORE CONSIGNOR","2022-08-23 09:44:57","Incomplete - Primary"
090194,"IL GRATO COMPAGNIA INC.",OUTRIGHT,"2022-10-11 15:44:08","In Process"
090101,"ILSIN PHIL KO INC",OUTRIGHT,"2023-01-04 14:21:22","Incomplete - Primary"
090351,"INTIMATE APPAREL MFG CORP",OUTRIGHT,"2023-01-22 06:45:08","In Process"
094086,"ISLAJAYME TRADING","STORE CONSIGNOR","2022-12-10 18:29:45","Incomplete - Primary"
094053,"I-VECH MARKETING CORP","STORE CONSIGNOR","2022-07-18 14:03:12","In Process"
100573,"JADE N HARLEY INC",OUTRIGHT,"2022-09-09 13:12:09","Incomplete - Primary"
100039,"JANTON GARMENT MANUFACTURING COMPANY",OUTRIGHT,"2022-09-06 09:30:58","Incomplete - Primary"
100453,"JARDINE DISTRIBUTION INC",OUTRIGHT,"2022-11-24 09:48:33","In Process"
104094,"JC TITAN TRADING","STORE CONSIGNOR","2022-12-06 15:59:46","Incomplete - Primary"
100541,"JEWELS OF IRISHA, INC.",OUTRIGHT,"2022-07-22 10:41:45","For Validation of Additional Requirements"
100650,"JINXI HOUSEWARE INC.",OUTRIGHT,"2022-10-13 09:04:46","Incomplete - Primary"
100431,"JMU BELT COLLECTION",OUTRIGHT,"2022-11-03 18:23:28","Incomplete - Primary"
100433,"J-NER'S SHOE SHOP CORPORATION",OUTRIGHT,"2023-01-03 09:57:59","In Process"
100545,"JOHNLIMSON MARKETING",OUTRIGHT,"2022-11-22 16:24:03","Incomplete - Primary"
100506,"JOTOCO CORP",OUTRIGHT,"2023-01-10 17:42:38",Submitted
100945,"JOY LUCK MANUFACTURING",OUTRIGHT,"2022-08-22 18:14:13","Incomplete - Primary"
104116,"JP GROUP OF COMPANIES INCORPORATED","STORE CONSIGNOR","2022-12-27 17:43:34","Incomplete - Primary"
104133,"J-R-DAVAO HANDICRAFTS","STORE CONSIGNOR","2023-01-05 11:50:46","Incomplete - Primary"
104121,"JTE GROUP OF COMPANIES INC","STORE CONSIGNOR","2022-11-23 16:17:43","Incomplete - Primary"
104104,"JUREX PHILIPPINES INCORPORATED","STORE CONSIGNOR","2022-09-06 09:59:32","Incomplete - Primary"
110299,"KAMICO ENTERPRISES",OUTRIGHT,,"Incomplete - Primary"
114022,"KANEFIL GLOBE ENTERPRISES CORPORATION","STORE CONSIGNOR","2023-01-12 10:45:04","Incomplete - Primary"
114110,"KERSEYMERE ASTER INC.","STORE CONSIGNOR","2022-09-06 09:39:14","In Process"
114111,"KHAI ASIA PEARL ENTERPRISES INC.","STORE CONSIGNOR","2023-01-03 14:59:57","In Process"
110195,"KONICE CORPORATION",OUTRIGHT,"2023-02-02 15:49:25","Incomplete - Primary"
110245,"KSK FOOD PRODUCTS",OUTRIGHT,"2023-03-09 08:14:42","Incomplete - Primary"
120907,"LA BON VIE ENTERPRISE",OUTRIGHT,"2023-01-09 13:27:33","Incomplete - Primary"
124145,"LADY JASMIN HOME DECOR & JEWELRY","STORE CONSIGNOR","2023-01-06 10:32:58","In Process"
120558,"LBR PHILCRAFTS",OUTRIGHT,"2022-12-28 11:32:13","Incomplete - Primary"
124164,"LIAMASON ENTERPRISES","STORE CONSIGNOR","2023-02-17 14:29:40","Incomplete - Primary"
124044,"LIGHT OPTIONS INC","STORE CONSIGNOR","2023-01-05 16:12:49","For Validation of Additional Requirements"
124151,"LIMGOCHUAONG (LGCO) ENTERPRISESCORPORATION","STORE CONSIGNOR","2022-10-12 10:39:39","In Process"
124010,"LU BEN BRASSIERE MANUFACTURING INC","STORE CONSIGNOR","2023-01-27 16:11:16","In Process"
124062,"LUCI HOLDINGS INC","STORE CONSIGNOR","2022-11-03 14:04:03","Incomplete - Primary"
120870,"LULLET CLOTHING CORPORATION",OUTRIGHT,"2022-08-23 11:23:56","Incomplete - Primary"
124138,"LYKA MANUFACTURING CO INC","STORE CONSIGNOR","2022-11-24 09:41:54","In Process"
134260,"M & H FASHION INT'L CO INC","STORE CONSIGNOR","2022-11-22 07:28:23","Incomplete - Primary"
240308,"MADRAS CROWNPHIL INC.",OUTRIGHT,"2022-08-26 16:40:43","Incomplete - Primary"
240603,"MANTYX INDUSTRIES AND TRADINGCORPORATION",OUTRIGHT,"2022-11-07 13:43:32","Incomplete - Primary"
240175,"MANTYX TRADING",OUTRIGHT,"2022-11-07 14:22:26","Incomplete - Primary"
240640,"MAROSA FASHION ACCESSORIES",OUTRIGHT,"2023-03-03 10:06:23","Incomplete - Primary"
240445,"MARZDEN INC.",OUTRIGHT,"2022-08-31 08:39:56","In Process"
134305,"MCR PERISSOS ENTERPRISES","STORE CONSIGNOR","2022-12-09 15:57:54","Incomplete - Primary"
130971,"MEDI-RX  INC",OUTRIGHT,"2023-02-01 20:18:24","In Process"
130455,"MERGERS DRUGFIL CORPORATION",OUTRIGHT,"2023-02-07 09:46:03","Incomplete - Primary"
240439,"METRO-CENTRAL EXCHANGE INTERNATIONALTRADING CORPORATION",OUTRIGHT,"2022-10-24 08:26:55","Incomplete - Primary"
130639,"MEYERS PHARMACEUTICAL  PHIL  INC",OUTRIGHT,"2023-02-14 08:49:12","Incomplete - Primary"
134193,"MGT MACRO GLOBAL TRADE INC.","STORE CONSIGNOR","2023-01-26 10:38:55","Incomplete - Primary"
130276,"MICROER BAG",OUTRIGHT,"2022-10-24 08:39:38","In Process"
240012,"MILES & LEVELS PHILIPPINES INCORPORATED",OUTRIGHT,"2023-01-03 15:41:55","Incomplete - Primary"
134272,"MIXTHEM JEWELRY AND ACCESSORIES","STORE CONSIGNOR","2023-01-06 14:28:49","In Process"
134276,"MIYUCO ENTERPRISE","STORE CONSIGNOR","2022-11-04 09:51:07","In Process"
240623,"MOBLER CONTRACT GROUP, INC.",OUTRIGHT,"2022-09-27 09:06:10","Incomplete - Primary"
240146,"MOLDEX PRODUCTS, INC.",OUTRIGHT,"2022-11-23 08:14:47","Incomplete - Primary"
140028,"NATRAPHARM INC",OUTRIGHT,"2023-02-07 10:07:46","In Process"
140319,"NATURE'S HARVEST CORP.",OUTRIGHT,"2023-01-13 16:20:15","Incomplete - Primary"
144045,"NEEDLEPINS TRADING CORPORATION","STORE CONSIGNOR","2023-02-01 09:19:10","In Process"
144106,"NEGROS OCCIDENTAL TRADE AND RETAILCOMPANY, INC.","STORE CONSIGNOR","2023-01-21 22:57:33","In Process"
140071,"NEXT TREND MARKETING",OUTRIGHT,"2023-01-31 09:12:39","In Process"
140237,"NUMBER ONE PAYLESS STORE INC",OUTRIGHT,"2023-02-06 11:25:37","Incomplete - Primary"
140295,"NW BKSHR INC.",OUTRIGHT,"2023-01-06 07:43:36","In Process"
154058,"OFFICINE CORPORATION","STORE CONSIGNOR","2023-01-27 15:00:59","In Process"
150268,"ORIENTWAY MARKETING",OUTRIGHT,"2023-01-27 17:28:37","Incomplete - Primary"
154056,"OSNABURG INC.","STORE CONSIGNOR","2022-09-06 09:42:21","In Process"
160332,"PACIFIC PAINT (BOYSEN) PHILIPPINES INC",OUTRIGHT,"2022-11-24 14:28:19","Incomplete - Primary"
164214,"PAQUET DE JOIE INC.","STORE CONSIGNOR","2022-10-06 09:48:53","In Process"
160046,"PARAMOUNT VINYL PRODUCTS CORPORATION",OUTRIGHT,"2023-02-09 14:40:04","In Process"
160674,"PARGUERRA ENTERPRISES INC.",OUTRIGHT,"2022-12-13 12:40:15","In Process"
164188,"PERFECTBODY MARKETING CORP","STORE CONSIGNOR","2022-10-25 12:39:55","Incomplete - Primary"
160662,"PHAREX HEALTH CORPORATION",OUTRIGHT,"2023-02-14 10:19:46","In Process"
164206,"PJS SLEEPWEAR MANUFACTURING -SHANGRI-LA PLAZA","STORE CONSIGNOR","2023-01-03 10:48:40","In Process"
160670,"POMME M8RS GROUP INC.",OUTRIGHT,"2022-10-27 09:11:06","Incomplete - Primary"
160267,"POWERSUN ENTERPRISES",OUTRIGHT,"2023-01-03 15:18:20","Incomplete - Primary"
160620,"PRINCESS LAM GARMENTS MFG. CORP.",OUTRIGHT,"2023-01-03 14:43:41","In Process"
180299,"RBC-MDC CORPORATION",OUTRIGHT,"2023-02-07 10:41:04","In Process"
180450,"RCCCW CORPORATION",OUTRIGHT,"2022-11-03 10:01:24","In Process"
180253,"RENZ MATTHEW INT'L TRADING CORP",OUTRIGHT,"2023-01-07 11:02:17","In Process"
180513,"REVOLUTION - EYEZ COMMERCIAL CORPORATION",OUTRIGHT,"2023-01-23 16:20:15","In Process"
184111,"ROYAL DRAGON TRADERS INC","STORE CONSIGNOR","2023-01-31 11:20:13","In Process"
180433,"RYMER WEARS ENTERPRISES",OUTRIGHT,"2023-01-03 14:04:27","Incomplete - Primary"
150429,"S.K. NATRAJ CORPORATION",OUTRIGHT,"2022-12-07 14:47:11","In Process"
194142,"SANITEC IMPORT VENTURES INC","STORE CONSIGNOR","2023-01-30 16:00:09","In Process"
190873,"SCIENCE MARKETING DEVELOPMENTINCORPORATED",OUTRIGHT,"2023-01-05 16:09:55","Incomplete - Primary"
194065,"SHOEMAKER'S SHOP INC","STORE CONSIGNOR","2023-01-05 15:02:03","In Process"
194276,"SILVERLIT GARMENTS INC.","STORE CONSIGNOR","2023-01-04 16:15:05","Incomplete - Primary"
150665,"SJ CONSO INC.",OUTRIGHT,"2022-12-05 15:12:47","For Validation of Additional Requirements"
194392,"SJ PRIME INNOVATIONS INC.","STORE CONSIGNOR","2023-02-05 23:37:53","In Process"
150675,"SMART R BROTHERS TRADING CORPORATION",OUTRIGHT,"2023-03-15 11:36:38","Incomplete - Primary"
194052,"SOED HABERDASHERY","STORE CONSIGNOR","2022-11-07 09:58:22","In Process"
190133,"SOLARGAS INTERNATIONAL",OUTRIGHT,"2022-10-10 16:50:59","For Validation of Additional Requirements"
150062,"SOLID FIVE DISTRIBUTION INC.",OUTRIGHT,"2023-03-07 17:26:37","In Process"
194020,"SORELLA UNDERWEAR COMPANY","STORE CONSIGNOR","2023-01-23 10:01:41","Incomplete - Primary"
150595,"SOUTHCREST GLOBAL TRADES INCORPORATED",OUTRIGHT,"2023-01-03 14:27:36","Incomplete - Primary"
194339,"SPORTS RESOURCES INC","STORE CONSIGNOR","2023-01-03 17:51:24","In Process"
