VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DATE_SUBMITTED,CURRENT_STATUS
030976,"CONCEPCION CARRIER AIR CONDITIONING COMPANY",OUTRIGHT,"2022-08-17 13:43:28","Incomplete - Primary"
170148,"CONCEPCION DURABLES INC",OUTRIGHT,"2022-09-02 17:24:19","In Process"
034254,"CONCEPT SPECIALIST INC","STORE CONSIGNOR","2022-08-31 09:31:29","Incomplete - Primary"
034294,"CONLINS COFFEE WORLD INC","STORE CONSIGNOR","2022-09-02 16:39:17","Incomplete - Primary"
034102,"CONQUEROR INTERNATIONAL INC","STORE CONSIGNOR","2022-08-08 13:22:27","Incomplete - Primary"
030450,"CONQUEST PHILS. INC.",OUTRIGHT,"2022-08-05 13:06:08",Submitted
030529,"CONSOLIDATED PAPER PRODUCTS, INC.",OUTRIGHT,"2022-08-30 10:11:59","In Process"
170381,"COOL ADDITIONS 801 GARMENTSMANUFACTURING INC.",OUTRIGHT,"2022-08-30 13:07:45","Incomplete - Primary"
030572,"CORD CHEMICALS, INC.",OUTRIGHT,"2022-09-02 16:28:13","Incomplete - Primary"
034136,"CORPORATE APPAREL INC","STORE CONSIGNOR","2022-08-03 16:56:39","Incomplete - Primary"
030735,"COSMIC ENTERPRISES INC",OUTRIGHT,"2022-08-30 12:22:52","In Process"
034299,"COTTUNIQUE CORPORATION","STORE CONSIGNOR","2022-08-03 15:53:45","In Process"
170275,"CRAFTSMAN QUALITY APPAREL INC.",OUTRIGHT,"2022-08-31 15:46:19",Submitted
034266,"CRESTWELL MARKETING CORPORATION","STORE CONSIGNOR","2022-09-19 13:22:58","In Process"
030490,"CROCODILE TAPE & CO., INC.",OUTRIGHT,"2022-08-31 14:38:48","Incomplete - Primary"
170279,"CRYSTAL MERCHANDISING INC",OUTRIGHT,"2022-08-31 11:25:41","In Process"
170251,"CURITY MARKETING",OUTRIGHT,"2022-09-01 10:27:14","Incomplete - Primary"
170281,"CVX BEYOND TREND CORPORATION",OUTRIGHT,"2022-08-02 09:49:41","For Validation of Additional Requirements"
044096,"D' BEST HANDICRAFT INC","STORE CONSIGNOR","2022-08-09 10:08:57","Incomplete - Primary"
040400,"D' GOLDEN TREE IMPORT & EXPORT CORP.",OUTRIGHT,"2022-08-26 16:26:30","Incomplete - Primary"
044121,"D2 FOAM AND BEDDING CORP","STORE CONSIGNOR","2022-09-03 10:48:24","In Process"
040121,"DAIMARU PLASTIC CORPORATION",OUTRIGHT,"2022-08-23 15:24:13","Incomplete - Primary"
044122,"D'COLE VINTAGE INC","STORE CONSIGNOR","2022-08-03 10:32:50","In Process"
040389,"DEE-VONNE TRADING CORP.",OUTRIGHT,"2022-08-30 10:52:06","In Process"
040291,"D'FASHION CORE INC.",OUTRIGHT,"2022-08-05 14:52:48","Incomplete - Primary"
040370,"DIVAN AND SETTEE TRENDS CORPORATION",OUTRIGHT,"2022-08-23 15:39:24","Incomplete - Primary"
040403,"DLM MARKETING",OUTRIGHT,"2022-09-01 08:35:57","In Process"
044139,"DMTE MARKETING","STORE CONSIGNOR","2022-09-01 08:07:38","In Process"
044103,"DO IT MARKETING CO. PHILS., INC.","STORE CONSIGNOR","2022-09-27 09:54:30","In Process"
040316,"DRAGONWORLD ENTERPRISE INC",OUTRIGHT,"2022-08-27 17:36:23","For Validation of Additional Requirements"
044055,"DRAPERY HARDWARE, INC.","STORE CONSIGNOR","2022-09-27 09:48:09","In Process"
050960,"E.C. FESTIVAL CAKES INC",OUTRIGHT,"2022-08-26 16:19:23","Incomplete - Primary"
050282,"EAGLE SOLE, INCORPORATED",OUTRIGHT,"2022-09-06 15:39:13",Submitted
050310,"EASYHAND MARKETING CORPORATION",OUTRIGHT,"2022-08-08 16:01:30","In Process"
054127,"ECOPATH CORPORATION","STORE CONSIGNOR","2022-09-09 15:20:43",Submitted
050358,"EDISY TRADING CORP.",OUTRIGHT,"2022-08-15 11:51:41","In Process"
050290,"ELIO PHILIPPINES INC",OUTRIGHT,"2022-08-16 10:24:08","For Validation of Additional Requirements"
050327,"EMIRO MARELI CORPORATION",OUTRIGHT,,"In Process"
050230,"EMPERADOR DISTILLERS, INC.",OUTRIGHT,"2022-08-27 08:15:56","Incomplete - Primary"
054031,"EMPIRE VISION HOME ENTERTAINMENTCORPORATION","STORE CONSIGNOR","2022-08-31 13:44:43","In Process"
050374,"EVERWING PROFEM CORPORATION",OUTRIGHT,"2022-09-28 10:27:14","In Process"
054006,"EVIAN APPAREL CORPORATION","STORE CONSIGNOR","2022-08-20 15:38:37",Submitted
050818,"EXCELLENCE APPLIANCE TECHNOLOGIES INC",OUTRIGHT,"2022-08-31 09:09:12","Incomplete - Primary"
060418,"F&L FASHION LEADER INC.",OUTRIGHT,"2022-08-24 15:15:40","Incomplete - Primary"
060618,"FABRIMETRICS PHILS INC",OUTRIGHT,"2022-09-29 09:50:55","In Process"
060352,"FASHION MODE CORP.",OUTRIGHT,"2022-09-05 15:25:42","Incomplete - Primary"
060443,"FB QUALITY TRADERS, INC.",OUTRIGHT,"2022-09-09 18:03:08","In Process"
060721,"FEDERATED DISTRIBUTORS INC",OUTRIGHT,"2022-09-01 14:54:30","In Process"
064146,"FINDEN TECHNOLOGIES INC.","STORE CONSIGNOR","2022-08-31 13:15:03","In Process"
064074,"FINISHINGTOUCHES INC","STORE CONSIGNOR","2022-08-24 09:43:41","Incomplete - Primary"
060508,"FINNEX SALES INTERNATIONAL INC",OUTRIGHT,"2022-09-09 07:43:08","Incomplete - Primary"
060309,"FIRST LINEN COMMERCIAL",OUTRIGHT,"2022-08-31 10:10:06",Submitted
064172,"FIVE17 TRADING CORP.","STORE CONSIGNOR","2022-09-16 13:59:55","In Process"
064036,"FUN TIME ENTERPRISES","STORE CONSIGNOR","2022-09-03 11:07:48","Incomplete - Primary"
070044,"G-8 MARKETING INC",OUTRIGHT,"2022-09-01 15:20:25","Incomplete - Primary"
074229,"GC INTL GARMENTS MANUFACTURING CORP.","STORE CONSIGNOR","2022-09-06 10:38:19","Incomplete - Primary"
070410,"GIFT BUSINESS.COM PHILIPPINESINCORPORATED",OUTRIGHT,"2022-09-09 10:13:54","Incomplete - Primary"
074040,"GIVANO FOOTWEAR INTL CORP","STORE CONSIGNOR","2022-09-09 14:49:31",Submitted
070715,"G-MAK CLOTHING ENTERPRISES",OUTRIGHT,"2022-09-04 11:24:30","In Process"
070521,"GOLDEN KAIZEN DISTRIBUTORS CORPORATION",OUTRIGHT,"2022-08-20 13:07:47","Incomplete - Primary"
074156,"GOLDEN SEASON'S CORPORATION","STORE CONSIGNOR","2022-08-26 16:38:13","In Process"
074173,"GOLDNINES INTERNATIONAL CO. LTD.","STORE CONSIGNOR","2022-08-30 15:56:30","Incomplete - Primary"
070914,"GRACY'S TRADING",OUTRIGHT,"2022-08-29 20:01:15",Submitted
074004,"GRAND OAKS CORPORATION","STORE CONSIGNOR","2022-09-14 16:09:01","In Process"
070469,"GRAVITEE SALES CORPORATION",OUTRIGHT,"2022-08-24 15:02:59","Incomplete - Primary"
070347,"GRAYSON GARMENTS INDUSTRIES INC",OUTRIGHT,"2022-08-30 19:05:34","In Process"
084141,"HAPPY HOODIES INC.","STORE CONSIGNOR","2022-08-26 18:11:54","Incomplete - Primary"
084134,"HERITAGE-FAMOUS ENTERPRISE","STORE CONSIGNOR","2022-09-06 08:51:49",Submitted
080029,"HOMECARE FURNITURE CENTER",OUTRIGHT,"2022-08-25 10:36:24","Incomplete - Primary"
084072,"HYDRO WEATHERGEAR INC","STORE CONSIGNOR","2022-09-07 10:36:51","In Process"
094066,"IL CONIGLIO BIANCO CORPORATION","STORE CONSIGNOR","2022-08-23 09:44:57","Incomplete - Primary"
094053,"I-VECH MARKETING CORP","STORE CONSIGNOR","2022-07-18 14:03:12","Deactivated - Primary Requirements"
100573,"JADE N HARLEY INC",OUTRIGHT,"2022-09-09 13:12:09",Submitted
100039,"JANTON GARMENT MANUFACTURING COMPANY",OUTRIGHT,"2022-09-06 09:30:58","Incomplete - Primary"
100541,"JEWELS OF IRISHA, INC.",OUTRIGHT,"2022-07-22 10:41:45",Submitted
100945,"JOY LUCK MANUFACTURING",OUTRIGHT,"2022-08-22 18:14:13","Incomplete - Primary"
104104,"JUREX PHILIPPINES INCORPORATED","STORE CONSIGNOR","2022-09-06 09:59:32","In Process"
104056,"JUST IN TIME (JIT) CORPORATION","STORE CONSIGNOR","2022-09-12 13:48:50","Incomplete - Primary"
110299,"KAMICO ENTERPRISES",OUTRIGHT,,"Deactivated - Primary Requirements"
114110,"KERSEYMERE ASTER INC.","STORE CONSIGNOR","2022-09-06 09:39:14","In Process"
124163,"LHASA-APSO COLLECTION","STORE CONSIGNOR","2022-09-08 14:42:30","Incomplete - Primary"
120870,"LULLET CLOTHING CORPORATION",OUTRIGHT,"2022-08-23 11:23:56","Incomplete - Primary"
240308,"MADRAS CROWNPHIL INC.",OUTRIGHT,"2022-08-26 16:40:43","Incomplete - Primary"
240445,"MARZDEN INC.",OUTRIGHT,"2022-08-31 08:39:56","In Process"
240623,"MOBLER CONTRACT GROUP, INC.",OUTRIGHT,"2022-09-27 09:06:10","In Process"
154046,"ODRA POOCH COUTURE","STORE CONSIGNOR","2022-09-16 15:57:15","Incomplete - Primary"
154056,"OSNABURG INC.","STORE CONSIGNOR","2022-09-06 09:42:21","In Process"
164203,"PAWS AROUND THE TOWN PET STORE","STORE CONSIGNOR","2022-09-09 14:47:25","For Validation of Additional Requirements"
194183,"SITSIRYA SARI-SARI STORE","STORE CONSIGNOR","2022-09-26 13:12:26","In Process"
204216,"TEAM RUSSO PHILIPPINES INC","STORE CONSIGNOR","2022-07-18 10:58:07","In Process"
204193,"TELSTAR INDUSTRIES INC","STORE CONSIGNOR","2022-08-18 14:05:17","Incomplete - Primary"
210184,"UNI-CARE HYGIENIC PRODUCTS INC.",OUTRIGHT,"2022-09-27 11:16:01","In Process"
210030,"UNIVERSAL ROBINA CORPORATION",OUTRIGHT,"2022-09-02 14:13:16","In Process"
220082,"VMG BRANDS INC",OUTRIGHT,"2022-09-29 18:35:07","In Process"
234103,"WHOLE PET KITCHEN:PET DELI & BARK-ERY,INC.","STORE CONSIGNOR","2022-09-16 16:38:34",Submitted
234046,"WIZER INDUSTRIES, INC.","STORE CONSIGNOR","2022-09-27 19:48:05","In Process"
220150,"VS GLOBAL SALES AND MARKETING INC",OUTRIGHT,"2022-08-31 08:14:14","Incomplete - Primary"
