VENDOR_CODE,VENDOR_NAME,VENDOR_TYPE,DATE_SUBMITTED,CURRENT_STATUS
020552,"BEDROCK HOME AND BODY ESSENTIALS",OUTRIGHT,"2022-09-01 12:24:44","Incomplete - Primary"
020541,"BELMAX TRADING",OUTRIGHT,"2022-08-31 10:56:15","Schedule Request for Visit"
024217,"BENELUXE TRADING CORPORATION","STORE CONSIGNOR","2022-09-05 10:48:58","In Process"
020117,"BEST RUBBER CORPORATION",OUTRIGHT,"2022-07-28 11:21:18","In Process"
024232,"BETINA'S APPAREL","STORE CONSIGNOR","2022-08-24 09:23:02","Incomplete - Primary"
020187,"BETTERWAY GENERAL MERCHANDISE",OUTRIGHT,"2022-09-01 08:51:39","Incomplete - Primary"
024242,"BLESSMART FASHION INC.","STORE CONSIGNOR","2022-08-01 10:52:55","In Process"
024212,"BLIMS LIFESTYLE GROUP INC","STORE CONSIGNOR","2022-08-24 10:13:37","Incomplete - Primary"
024237,"BNM GREAT GIFTS (LUZON) INC.","STORE CONSIGNOR","2022-08-26 16:40:30",Submitted
020477,"BONIFAZ INC.",OUTRIGHT,"2022-08-29 15:21:04","Schedule Request for Visit"
030092,"C.C. LOPEZ ENTERPRISES",OUTRIGHT,"2022-08-30 09:57:49","Incomplete - Primary"
170410,"CAMBERT (PILIPINAS), INC.",OUTRIGHT,"2022-08-31 11:17:32","In Process"
034250,"CARAVAN INDUSTRIES, INC.","STORE CONSIGNOR","2022-08-11 11:17:28","Incomplete - Primary"
034300,"CARRICKMACROSS INC.","STORE CONSIGNOR","2022-08-03 11:05:52","In Process"
034313,"CASTLEHAWK VENTURES INCORPORATED","STORE CONSIGNOR","2022-08-18 21:16:24","In Process"
034138,"CDC MANUFACTURING CORP","STORE CONSIGNOR","2022-08-24 16:05:36",Submitted
034262,"CENTRON ENERGY SAVINGS TECHNOLOGY CORP","STORE CONSIGNOR","2022-09-01 08:57:34","In Process"
030642,"CENTURY CHEMICAL CORPORATION",OUTRIGHT,"2022-09-02 09:37:10","In Process"
170293,"CHAMPION PREMIER CONCEPT INC",OUTRIGHT,"2022-08-25 15:13:00","Incomplete - Primary"
170261,"CHARLTONVIN ENTERPRISES",OUTRIGHT,"2022-08-30 09:45:58","In Process"
170415,"CHENHUANG NSBM CORPORATION",OUTRIGHT,"2022-09-05 13:08:45","In Process"
034310,"CHERRY BERRY FLOWERS AND DECOR INC.","STORE CONSIGNOR","2022-08-26 16:02:17","Incomplete - Primary"
170352,"CHIVALRY FOODS",OUTRIGHT,"2022-08-27 14:22:15","Incomplete - Primary"
170414,"CHOCOLATERISA CHOCOLATE INC.",OUTRIGHT,"2022-09-09 15:52:08","In Process"
034161,"CMG RETAIL INC.","STORE CONSIGNOR","2022-09-01 09:32:29","In Process"
034253,"COBALTBLISS CORPORATION","STORE CONSIGNOR","2022-08-30 14:35:29",Submitted
034193,"COLOMBO MERCHANT PHILS., INC.","STORE CONSIGNOR","2022-08-19 16:08:16","Incomplete - Primary"
030164,"COMMONWEALTH FOODS INCORPORATED",OUTRIGHT,"2022-09-15 14:12:50","In Process"
030976,"CONCEPCION CARRIER AIR CONDITIONINGCOMPANY",OUTRIGHT,"2022-08-17 13:43:28",Submitted
170148,"CONCEPCION DURABLES INC",OUTRIGHT,"2022-09-02 17:24:19","In Process"
034254,"CONCEPT SPECIALIST INC","STORE CONSIGNOR","2022-08-31 09:31:29","Incomplete - Primary"
034294,"CONLINS COFFEE WORLD INC","STORE CONSIGNOR","2022-09-02 16:39:17",Submitted
034102,"CONQUEROR INTERNATIONAL INC","STORE CONSIGNOR","2022-08-08 13:22:27","Incomplete - Primary"
030450,"CONQUEST PHILS. INC.",OUTRIGHT,"2022-08-05 13:06:08",Submitted
030529,"CONSOLIDATED PAPER PRODUCTS, INC.",OUTRIGHT,"2022-08-30 10:11:59","In Process"
170381,"COOL ADDITIONS 801 GARMENTSMANUFACTURING INC.",OUTRIGHT,"2022-08-30 13:07:45",Submitted
030572,"CORD CHEMICALS INC",OUTRIGHT,"2022-09-02 16:28:13",Submitted
034136,"CORPORATE APPAREL INC","STORE CONSIGNOR","2022-08-03 16:56:39","Incomplete - Primary"
030735,"COSMIC ENTERPRISES INC",OUTRIGHT,"2022-08-30 12:22:52","In Process"
034299,"COTTUNIQUE CORPORATION","STORE CONSIGNOR","2022-08-03 15:53:45","In Process"
170275,"CRAFTSMAN QUALITY APPAREL INC.",OUTRIGHT,"2022-08-31 15:46:19","In Process"
030490,"CROCODILE TAPE & CO., INC.",OUTRIGHT,"2022-08-31 14:38:48",Submitted
170279,"CRYSTAL MERCHANDISING INC",OUTRIGHT,"2022-08-31 11:25:41","In Process"
170251,"CURITY MARKETING",OUTRIGHT,"2022-09-01 10:27:14","Incomplete - Primary"
170281,"CVX BEYOND TREND CORPORATION",OUTRIGHT,"2022-08-02 09:49:41",Submitted
044096,"D' BEST HANDICRAFT INC","STORE CONSIGNOR","2022-08-09 10:08:57","Incomplete - Primary"
040400,"D' GOLDEN TREE IMPORT & EXPORT CORP.",OUTRIGHT,"2022-08-26 16:26:30","Incomplete - Primary"
044121,"D2 FOAM AND BEDDING CORP","STORE CONSIGNOR","2022-09-03 10:48:24","In Process"
040121,"DAIMARU PLASTIC CORPORATION",OUTRIGHT,"2022-08-23 15:24:13","Incomplete - Primary"
044122,"D'COLE VINTAGE INC","STORE CONSIGNOR","2022-08-03 10:32:50","In Process"
040389,"DEE-VONNE TRADING CORP.",OUTRIGHT,"2022-08-30 10:52:06","In Process"
040291,"D'FASHION CORE INC.",OUTRIGHT,"2022-08-05 14:52:48","Incomplete - Primary"
040370,"DIVAN AND SETTEE TRENDS CORPORATION",OUTRIGHT,"2022-08-23 15:39:24","Incomplete - Primary"
040403,"DLM MARKETING",OUTRIGHT,"2022-09-01 08:35:57","In Process"
044139,"DMTE MARKETING","STORE CONSIGNOR","2022-09-01 08:07:38","In Process"
040316,"DRAGONWORLD ENTERPRISE INC",OUTRIGHT,"2022-08-27 17:36:23","Schedule Request for Visit"
050960,"E.C. FESTIVAL CAKES INC",OUTRIGHT,"2022-08-26 16:19:23",Submitted
050282,"EAGLE SOLE, INCORPORATED",OUTRIGHT,"2022-09-06 15:39:13","In Process"
050310,"EASYHAND MARKETING CORPORATION",OUTRIGHT,"2022-08-08 16:01:30","In Process"
054127,"ECOPATH CORPORATION","STORE CONSIGNOR","2022-09-09 15:20:43","In Process"
050358,"EDISY TRADING CORP.",OUTRIGHT,"2022-08-15 11:51:41","In Process"
050290,"ELIO PHILIPPINES INC",OUTRIGHT,"2022-08-16 10:24:08",Submitted
050327,"EMIRO MARELI CORPORATION",OUTRIGHT,,"In Process"
050230,"EMPERADOR DISTILLERS, INC.",OUTRIGHT,"2022-08-27 08:15:56",Submitted
054031,"EMPIRE VISION HOME ENTERTAINMENTCORPORATION","STORE CONSIGNOR","2022-08-31 13:44:43","In Process"
054006,"EVIAN APPAREL CORPORATION","STORE CONSIGNOR","2022-08-20 15:38:37","Incomplete - Primary"
050818,"EXCELLENCE APPLIANCE TECHNOLOGIES INC",OUTRIGHT,"2022-08-31 09:09:12",Submitted
060418,"F&L FASHION LEADER INC.",OUTRIGHT,"2022-08-24 15:15:40",Submitted
060352,"FASHION MODE CORP.",OUTRIGHT,"2022-09-05 15:25:42",Submitted
060424,"FATED INC.",OUTRIGHT,"2022-08-02 11:26:25","Schedule Request for Visit"
060443,"FB QUALITY TRADERS, INC.",OUTRIGHT,"2022-09-09 18:03:08","In Process"
060721,"FEDERATED DISTRIBUTORS INC",OUTRIGHT,"2022-09-01 14:54:30","In Process"
064146,"FINDEN TECHNOLOGIES INC.","STORE CONSIGNOR","2022-08-31 13:15:03","In Process"
064074,"FINISHINGTOUCHES INC","STORE CONSIGNOR","2022-08-24 09:43:41","Incomplete - Primary"
060508,"FINNEX SALES INTERNATIONAL INC",OUTRIGHT,"2022-09-09 07:43:08",Submitted
060309,"FIRST LINEN COMMERCIAL",OUTRIGHT,"2022-08-31 10:10:06","In Process"
064172,"FIVE17 TRADING CORP.","STORE CONSIGNOR","2022-09-16 13:59:55","In Process"
064036,"FUN TIME ENTERPRISES","STORE CONSIGNOR","2022-09-03 11:07:48",Submitted
070044,"G-8 MARKETING INC",OUTRIGHT,"2022-09-01 15:20:25","Incomplete - Primary"
074229,"GC INTL GARMENTS MANUFACTURING CORP.","STORE CONSIGNOR","2022-09-06 10:38:19",Submitted
070410,"GIFT BUSINESS.COM PHILIPPINESINCORPORATED",OUTRIGHT,"2022-09-09 10:13:54",Submitted
074040,"GIVANO FOOTWEAR INTL CORP","STORE CONSIGNOR","2022-09-09 14:49:31","Invite Accepted"
070715,"G-MAK CLOTHING ENTERPRISES",OUTRIGHT,"2022-09-04 11:24:30","In Process"
070710,"GOLD KNIT GARMENT MANUFACTURING",OUTRIGHT,"2022-08-08 18:56:36","Schedule Request for Visit"
070521,"GOLDEN KAIZEN DISTRIBUTORS CORPORATION",OUTRIGHT,"2022-08-20 13:07:47","Incomplete - Primary"
074156,"GOLDEN SEASON'S CORPORATION","STORE CONSIGNOR","2022-08-26 16:38:13","In Process"
074173,"GOLDNINES INTERNATIONAL CO. LTD.","STORE CONSIGNOR","2022-08-30 15:56:30","Incomplete - Primary"
070914,"GRACY'S TRADING",OUTRIGHT,"2022-08-29 20:01:15","In Process"
074004,"GRAND OAKS CORPORATION","STORE CONSIGNOR","2022-09-14 16:09:01","In Process"
070469,"GRAVITEE SALES CORPORATION",OUTRIGHT,"2022-08-24 15:02:59","Incomplete - Primary"
070347,"GRAYSON GARMENTS INDUSTRIES INC",OUTRIGHT,"2022-08-30 19:05:34","In Process"
080226,"HANDRICH SALES VENTURES INC.",OUTRIGHT,"2022-08-23 16:52:58","Schedule Request for Visit"
084141,"HAPPY HOODIES INC.","STORE CONSIGNOR","2022-08-26 18:11:54","Incomplete - Primary"
084134,"HERITAGE-FAMOUS ENTERPRISE","STORE CONSIGNOR","2022-09-06 08:51:49","In Process"
080029,"HOMECARE FURNITURE CENTER",OUTRIGHT,"2022-08-25 10:36:24","Incomplete - Primary"
084072,"HYDRO WEATHERGEAR INC","STORE CONSIGNOR","2022-09-07 10:36:51","In Process"
094066,"IL CONIGLIO BIANCO CORPORATION","STORE CONSIGNOR","2022-08-23 09:44:57","Incomplete - Primary"
094022,"ISHA-RAE COMMERCIAL INC","STORE CONSIGNOR","2022-08-25 13:42:41","Schedule Request for Visit"
094053,"I-VECH MARKETING CORP","STORE CONSIGNOR","2022-07-18 14:03:12","Deactivated - Primary Requirements"
100573,"JADE N HARLEY INC",OUTRIGHT,"2022-09-09 13:12:09","In Process"
100039,"JANTON GARMENT MANUFACTURING COMPANY",OUTRIGHT,"2022-09-06 09:30:58","In Process"
100541,"JEWELS OF IRISHA, INC.",OUTRIGHT,"2022-07-22 10:41:45","Incomplete - Primary"
100945,"JOY LUCK MANUFACTURING",OUTRIGHT,"2022-08-22 18:14:13","Incomplete - Primary"
104104,"JUREX PHILIPPINES INCORPORATED","STORE CONSIGNOR","2022-09-06 09:59:32","In Process"
104056,"JUST IN TIME (JIT) CORPORATION","STORE CONSIGNOR","2022-09-12 13:48:50","In Process"
110299,"KAMICO ENTERPRISES",OUTRIGHT,,"Deactivated - Primary Requirements"
114110,"KERSEYMERE ASTER INC.","STORE CONSIGNOR","2022-09-06 09:39:14","In Process"
114107,"KIDBASIX MARKETING INC.","STORE CONSIGNOR","2022-08-23 12:12:01","Schedule Request for Visit"
124163,"LHASA-APSO COLLECTION","STORE CONSIGNOR","2022-09-08 14:42:30","In Process"
120870,"LULLET CLOTHING CORPORATION",OUTRIGHT,"2022-08-23 11:23:56",Submitted
240308,"MADRAS CROWNPHIL INC.",OUTRIGHT,"2022-08-26 16:40:43","Incomplete - Primary"
240445,"MARZDEN INC.",OUTRIGHT,"2022-08-31 08:39:56","In Process"
154046,"ODRA POOCH COUTURE","STORE CONSIGNOR","2022-09-16 15:57:15",Submitted
154056,"OSNABURG INC.","STORE CONSIGNOR","2022-09-06 09:42:21","In Process"
164203,"PAWS AROUND THE TOWN PET STORE","STORE CONSIGNOR","2022-09-09 14:47:25",Submitted
204216,"TEAM RUSSO PHILIPPINES INC","STORE CONSIGNOR","2022-07-18 10:58:07","In Process"
204193,"TELSTAR INDUSTRIES INC","STORE CONSIGNOR","2022-08-18 14:05:17","Incomplete - Primary"
210030,"UNIVERSAL ROBINA CORPORATION",OUTRIGHT,"2022-09-02 14:13:16","In Process"
234103,"WHOLE PET KITCHEN:PET DELI & BARK-ERY,INC.","STORE CONSIGNOR","2022-09-16 16:38:34","In Process"
220150,"VS GLOBAL SALES AND MARKETING INC",OUTRIGHT,"2022-08-31 08:14:14",Submitted
150594,"2NDGEN MANUFACTURING CORPORATION",OUTRIGHT,"2022-08-05 14:30:31","Schedule Request for Visit"
